NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,POCUPA||Personas Ocupadas
Alta Verapaz,Chahal,Hombre,0,344,
Alta Verapaz,Chahal,Hombre,1,364,
Alta Verapaz,Chahal,Hombre,2,337,
Alta Verapaz,Chahal,Hombre,3,422,
Alta Verapaz,Chahal,Hombre,4,373,
Alta Verapaz,Chahal,Hombre,5,371,
Alta Verapaz,Chahal,Hombre,6,403,
Alta Verapaz,Chahal,Hombre,7,338,
Alta Verapaz,Chahal,Hombre,7,7,Población ocupada
Alta Verapaz,Chahal,Hombre,8,350,
Alta Verapaz,Chahal,Hombre,8,6,Población ocupada
Alta Verapaz,Chahal,Hombre,9,363,
Alta Verapaz,Chahal,Hombre,9,12,Población ocupada
Alta Verapaz,Chahal,Hombre,10,335,
Alta Verapaz,Chahal,Hombre,10,7,Población ocupada
Alta Verapaz,Chahal,Hombre,11,269,
Alta Verapaz,Chahal,Hombre,11,15,Población ocupada
Alta Verapaz,Chahal,Hombre,12,255,
Alta Verapaz,Chahal,Hombre,12,14,Población ocupada
Alta Verapaz,Chahal,Hombre,13,295,
Alta Verapaz,Chahal,Hombre,13,20,Población ocupada
Alta Verapaz,Chahal,Hombre,14,240,
Alta Verapaz,Chahal,Hombre,14,45,Población ocupada
Alta Verapaz,Chahal,Hombre,15,236,
Alta Verapaz,Chahal,Hombre,15,46,Población ocupada
Alta Verapaz,Chahal,Hombre,16,255,
Alta Verapaz,Chahal,Hombre,16,82,Población ocupada
Alta Verapaz,Chahal,Hombre,17,245,
Alta Verapaz,Chahal,Hombre,17,104,Población ocupada
Alta Verapaz,Chahal,Hombre,18,235,
Alta Verapaz,Chahal,Hombre,18,129,Población ocupada
Alta Verapaz,Chahal,Hombre,19,151,
Alta Verapaz,Chahal,Hombre,19,109,Población ocupada
Alta Verapaz,Chahal,Hombre,20,145,
Alta Verapaz,Chahal,Hombre,20,137,Población ocupada
Alta Verapaz,Chahal,Hombre,21,136,
Alta Verapaz,Chahal,Hombre,21,134,Población ocupada
Alta Verapaz,Chahal,Hombre,22,117,
Alta Verapaz,Chahal,Hombre,22,167,Población ocupada
Alta Verapaz,Chahal,Hombre,23,108,
Alta Verapaz,Chahal,Hombre,23,159,Población ocupada
Alta Verapaz,Chahal,Hombre,24,91,
Alta Verapaz,Chahal,Hombre,24,144,Población ocupada
Alta Verapaz,Chahal,Hombre,25,92,
Alta Verapaz,Chahal,Hombre,25,162,Población ocupada
Alta Verapaz,Chahal,Hombre,26,79,
Alta Verapaz,Chahal,Hombre,26,121,Población ocupada
Alta Verapaz,Chahal,Hombre,27,71,
Alta Verapaz,Chahal,Hombre,27,137,Población ocupada
Alta Verapaz,Chahal,Hombre,28,67,
Alta Verapaz,Chahal,Hombre,28,147,Población ocupada
Alta Verapaz,Chahal,Hombre,29,66,
Alta Verapaz,Chahal,Hombre,29,105,Población ocupada
Alta Verapaz,Chahal,Hombre,30,58,
Alta Verapaz,Chahal,Hombre,30,131,Población ocupada
Alta Verapaz,Chahal,Hombre,31,59,
Alta Verapaz,Chahal,Hombre,31,114,Población ocupada
Alta Verapaz,Chahal,Hombre,32,45,
Alta Verapaz,Chahal,Hombre,32,137,Población ocupada
Alta Verapaz,Chahal,Hombre,33,39,
Alta Verapaz,Chahal,Hombre,33,129,Población ocupada
Alta Verapaz,Chahal,Hombre,34,46,
Alta Verapaz,Chahal,Hombre,34,122,Población ocupada
Alta Verapaz,Chahal,Hombre,35,47,
