NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_F||Dificultad para comunicarse
Guatemala,Amatitlán,Hombre,0,1026,
Guatemala,Amatitlán,Hombre,1,1110,
Guatemala,Amatitlán,Hombre,2,1186,
Guatemala,Amatitlán,Hombre,3,1157,
Guatemala,Amatitlán,Hombre,4,106,No declarado
Guatemala,Amatitlán,Hombre,4,1,No puede
Guatemala,Amatitlán,Hombre,4,1098,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,4,6,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,4,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,5,48,No declarado
Guatemala,Amatitlán,Hombre,5,1050,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,5,7,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,5,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,6,40,No declarado
Guatemala,Amatitlán,Hombre,6,3,No puede
Guatemala,Amatitlán,Hombre,6,1143,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,6,3,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,6,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,7,36,No declarado
Guatemala,Amatitlán,Hombre,7,2,No puede
Guatemala,Amatitlán,Hombre,7,1083,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,7,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,7,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,8,33,No declarado
Guatemala,Amatitlán,Hombre,8,3,No puede
Guatemala,Amatitlán,Hombre,8,1083,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,8,5,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,8,5,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,9,32,No declarado
Guatemala,Amatitlán,Hombre,9,2,No puede
Guatemala,Amatitlán,Hombre,9,1085,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,9,8,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,9,5,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,10,24,No declarado
Guatemala,Amatitlán,Hombre,10,2,No puede
Guatemala,Amatitlán,Hombre,10,1130,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,10,10,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,10,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,11,33,No declarado
Guatemala,Amatitlán,Hombre,11,1,No puede
Guatemala,Amatitlán,Hombre,11,1057,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,11,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,11,7,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,12,37,No declarado
Guatemala,Amatitlán,Hombre,12,2,No puede
Guatemala,Amatitlán,Hombre,12,1112,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,12,8,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,12,7,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,13,25,No declarado
Guatemala,Amatitlán,Hombre,13,2,No puede
Guatemala,Amatitlán,Hombre,13,1121,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,13,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,13,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,14,33,No declarado
Guatemala,Amatitlán,Hombre,14,6,No puede
Guatemala,Amatitlán,Hombre,14,1174,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,14,1,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,14,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,15,30,No declarado
Guatemala,Amatitlán,Hombre,15,2,No puede
