NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCP16_A||Dificultad Vista,Recuento de PCP1
Zacapa,Cabañas,Hombre,0,,135
Zacapa,Cabañas,Hombre,1,,142
Zacapa,Cabañas,Hombre,2,,131
Zacapa,Cabañas,Hombre,3,,154
Zacapa,Cabañas,Hombre,4,No declarado,18
Zacapa,Cabañas,Hombre,4,"No, sin dificultad",138
Zacapa,Cabañas,Hombre,4,"Sí, con algo de dificultad",1
Zacapa,Cabañas,Hombre,5,No declarado,5
Zacapa,Cabañas,Hombre,5,"No, sin dificultad",168
Zacapa,Cabañas,Hombre,5,"Sí, con algo de dificultad",2
Zacapa,Cabañas,Hombre,6,No declarado,2
Zacapa,Cabañas,Hombre,6,"No, sin dificultad",171
Zacapa,Cabañas,Hombre,6,"Sí, con mucha dificultad",2
Zacapa,Cabañas,Hombre,7,No declarado,2
Zacapa,Cabañas,Hombre,7,"No, sin dificultad",129
Zacapa,Cabañas,Hombre,7,"Sí, con algo de dificultad",1
Zacapa,Cabañas,Hombre,8,No declarado,2
Zacapa,Cabañas,Hombre,8,"No, sin dificultad",155
Zacapa,Cabañas,Hombre,8,"Sí, con algo de dificultad",3
Zacapa,Cabañas,Hombre,9,"No, sin dificultad",143
Zacapa,Cabañas,Hombre,9,"Sí, con algo de dificultad",1
Zacapa,Cabañas,Hombre,10,"No, sin dificultad",135
Zacapa,Cabañas,Hombre,11,No puede,1
Zacapa,Cabañas,Hombre,11,"No, sin dificultad",139
Zacapa,Cabañas,Hombre,11,"Sí, con algo de dificultad",7
Zacapa,Cabañas,Hombre,12,No declarado,1
Zacapa,Cabañas,Hombre,12,"No, sin dificultad",140
Zacapa,Cabañas,Hombre,12,"Sí, con algo de dificultad",2
Zacapa,Cabañas,Hombre,13,No declarado,2
Zacapa,Cabañas,Hombre,13,"No, sin dificultad",135
Zacapa,Cabañas,Hombre,13,"Sí, con algo de dificultad",1
Zacapa,Cabañas,Hombre,13,"Sí, con mucha dificultad",1
