NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PEA||Población económicamente activa,Recuento de PCP1
Chiquimula,Camotán,Hombre,0,,773
Chiquimula,Camotán,Hombre,1,,886
Chiquimula,Camotán,Hombre,2,,1006
Chiquimula,Camotán,Hombre,3,,799
Chiquimula,Camotán,Hombre,4,,832
Chiquimula,Camotán,Hombre,5,,854
Chiquimula,Camotán,Hombre,6,,724
Chiquimula,Camotán,Hombre,7,,787
Chiquimula,Camotán,Hombre,7,Población económicamente activa,7
Chiquimula,Camotán,Hombre,8,,724
Chiquimula,Camotán,Hombre,8,Población económicamente activa,4
Chiquimula,Camotán,Hombre,9,,764
Chiquimula,Camotán,Hombre,9,Población económicamente activa,13
Chiquimula,Camotán,Hombre,10,,803
Chiquimula,Camotán,Hombre,10,Población económicamente activa,11
Chiquimula,Camotán,Hombre,11,,735
Chiquimula,Camotán,Hombre,11,Población económicamente activa,9
Chiquimula,Camotán,Hombre,12,,714
Chiquimula,Camotán,Hombre,12,Población económicamente activa,18
Chiquimula,Camotán,Hombre,13,,708
Chiquimula,Camotán,Hombre,13,Población económicamente activa,60
Chiquimula,Camotán,Hombre,14,,619
Chiquimula,Camotán,Hombre,14,Población económicamente activa,91
Chiquimula,Camotán,Hombre,15,,606
Chiquimula,Camotán,Hombre,15,Población económicamente activa,144
Chiquimula,Camotán,Hombre,16,,507
Chiquimula,Camotán,Hombre,16,Población económicamente activa,176
Chiquimula,Camotán,Hombre,17,,498
Chiquimula,Camotán,Hombre,17,Población económicamente activa,224
Chiquimula,Camotán,Hombre,18,,426
Chiquimula,Camotán,Hombre,18,Población económicamente activa,287
Chiquimula,Camotán,Hombre,19,,328
Chiquimula,Camotán,Hombre,19,Población económicamente activa,269
Chiquimula,Camotán,Hombre,20,,304
Chiquimula,Camotán,Hombre,20,Población económicamente activa,278
Chiquimula,Camotán,Hombre,21,,275
Chiquimula,Camotán,Hombre,21,Población económicamente activa,257
Chiquimula,Camotán,Hombre,22,,287
Chiquimula,Camotán,Hombre,22,Población económicamente activa,255
Chiquimula,Camotán,Hombre,23,,268
Chiquimula,Camotán,Hombre,23,Población económicamente activa,264
Chiquimula,Camotán,Hombre,24,,222
Chiquimula,Camotán,Hombre,24,Población económicamente activa,254
Chiquimula,Camotán,Hombre,25,,213
Chiquimula,Camotán,Hombre,25,Población económicamente activa,242
Chiquimula,Camotán,Hombre,26,,201
Chiquimula,Camotán,Hombre,26,Población económicamente activa,181
Chiquimula,Camotán,Hombre,27,,174
Chiquimula,Camotán,Hombre,27,Población económicamente activa,197
Chiquimula,Camotán,Hombre,28,,179
Chiquimula,Camotán,Hombre,28,Población económicamente activa,196
Chiquimula,Camotán,Hombre,29,,173
Chiquimula,Camotán,Hombre,29,Población económicamente activa,154
Chiquimula,Camotán,Hombre,30,,194
Chiquimula,Camotán,Hombre,30,Población económicamente activa,190
Chiquimula,Camotán,Hombre,31,,122
Chiquimula,Camotán,Hombre,31,Población económicamente activa,138
Chiquimula,Camotán,Hombre,32,,167
Chiquimula,Camotán,Hombre,32,Población económicamente activa,187
Chiquimula,Camotán,Hombre,33,,143
Chiquimula,Camotán,Hombre,33,Población económicamente activa,185
Chiquimula,Camotán,Hombre,34,,125
Chiquimula,Camotán,Hombre,34,Población económicamente activa,147
Chiquimula,Camotán,Hombre,35,,145
Chiquimula,Camotán,Hombre,35,Población económicamente activa,149
Chiquimula,Camotán,Hombre,36,,147
Chiquimula,Camotán,Hombre,36,Población económicamente activa,138
Chiquimula,Camotán,Hombre,37,,145
Chiquimula,Camotán,Hombre,37,Población económicamente activa,141
Chiquimula,Camotán,Hombre,38,,132
Chiquimula,Camotán,Hombre,38,Población económicamente activa,151
Chiquimula,Camotán,Hombre,39,,128
Chiquimula,Camotán,Hombre,39,Población económicamente activa,114
Chiquimula,Camotán,Hombre,40,,126
Chiquimula,Camotán,Hombre,40,Población económicamente activa,149
Chiquimula,Camotán,Hombre,41,,108
Chiquimula,Camotán,Hombre,41,Población económicamente activa,96
Chiquimula,Camotán,Hombre,42,,111
Chiquimula,Camotán,Hombre,42,Población económicamente activa,122
Chiquimula,Camotán,Hombre,43,,109
Chiquimula,Camotán,Hombre,43,Población económicamente activa,105
Chiquimula,Camotán,Hombre,44,,104
Chiquimula,Camotán,Hombre,44,Población económicamente activa,102
Chiquimula,Camotán,Hombre,45,,90
Chiquimula,Camotán,Hombre,45,Población económicamente activa,109
Chiquimula,Camotán,Hombre,46,,95
Chiquimula,Camotán,Hombre,46,Población económicamente activa,83
Chiquimula,Camotán,Hombre,47,,72
Chiquimula,Camotán,Hombre,47,Población económicamente activa,99
Chiquimula,Camotán,Hombre,48,,71
Chiquimula,Camotán,Hombre,48,Población económicamente activa,71
Chiquimula,Camotán,Hombre,49,,85
Chiquimula,Camotán,Hombre,49,Población económicamente activa,66
Chiquimula,Camotán,Hombre,50,,77
Chiquimula,Camotán,Hombre,50,Población económicamente activa,74
Chiquimula,Camotán,Hombre,51,,66
Chiquimula,Camotán,Hombre,51,Población económicamente activa,58
Chiquimula,Camotán,Hombre,52,,69
Chiquimula,Camotán,Hombre,52,Población económicamente activa,71
Chiquimula,Camotán,Hombre,53,,73
Chiquimula,Camotán,Hombre,53,Población económicamente activa,65
Chiquimula,Camotán,Hombre,54,,63
Chiquimula,Camotán,Hombre,54,Población económicamente activa,64
Chiquimula,Camotán,Hombre,55,,55
Chiquimula,Camotán,Hombre,55,Población económicamente activa,47
Chiquimula,Camotán,Hombre,56,,66
Chiquimula,Camotán,Hombre,56,Población económicamente activa,55
Chiquimula,Camotán,Hombre,57,,64
Chiquimula,Camotán,Hombre,57,Población económicamente activa,53
Chiquimula,Camotán,Hombre,58,,74
Chiquimula,Camotán,Hombre,58,Población económicamente activa,68
Chiquimula,Camotán,Hombre,59,,61
Chiquimula,Camotán,Hombre,59,Población económicamente activa,66
Chiquimula,Camotán,Hombre,60,,77
Chiquimula,Camotán,Hombre,60,Población económicamente activa,60
Chiquimula,Camotán,Hombre,61,,44
Chiquimula,Camotán,Hombre,61,Población económicamente activa,38
Chiquimula,Camotán,Hombre,62,,47
Chiquimula,Camotán,Hombre,62,Población económicamente activa,36
Chiquimula,Camotán,Hombre,63,,56
Chiquimula,Camotán,Hombre,63,Población económicamente activa,36
Chiquimula,Camotán,Hombre,64,,44
Chiquimula,Camotán,Hombre,64,Población económicamente activa,44
Chiquimula,Camotán,Hombre,65,,63
Chiquimula,Camotán,Hombre,65,Población económicamente activa,40
Chiquimula,Camotán,Hombre,66,,48
Chiquimula,Camotán,Hombre,66,Población económicamente activa,35
Chiquimula,Camotán,Hombre,67,,37
Chiquimula,Camotán,Hombre,67,Población económicamente activa,33
Chiquimula,Camotán,Hombre,68,,48
Chiquimula,Camotán,Hombre,68,Población económicamente activa,33
Chiquimula,Camotán,Hombre,69,,51
Chiquimula,Camotán,Hombre,69,Población económicamente activa,24
Chiquimula,Camotán,Hombre,70,,51
Chiquimula,Camotán,Hombre,70,Población económicamente activa,26
