NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCP16_A||Dificultad Vista,Recuento de PCP1
San Marcos,Ayutla,Hombre,0,,435
San Marcos,Ayutla,Hombre,1,,453
San Marcos,Ayutla,Hombre,2,,434
San Marcos,Ayutla,Hombre,3,,476
San Marcos,Ayutla,Hombre,4,No declarado,35
San Marcos,Ayutla,Hombre,4,"No, sin dificultad",347
San Marcos,Ayutla,Hombre,4,"Sí, con algo de dificultad",2
San Marcos,Ayutla,Hombre,5,No declarado,10
San Marcos,Ayutla,Hombre,5,No puede,1
San Marcos,Ayutla,Hombre,5,"No, sin dificultad",438
San Marcos,Ayutla,Hombre,5,"Sí, con algo de dificultad",2
San Marcos,Ayutla,Hombre,5,"Sí, con mucha dificultad",1
San Marcos,Ayutla,Hombre,6,No declarado,10
San Marcos,Ayutla,Hombre,6,"No, sin dificultad",471
San Marcos,Ayutla,Hombre,6,"Sí, con algo de dificultad",1
San Marcos,Ayutla,Hombre,6,"Sí, con mucha dificultad",1
San Marcos,Ayutla,Hombre,7,No declarado,10
San Marcos,Ayutla,Hombre,7,"No, sin dificultad",439
San Marcos,Ayutla,Hombre,7,"Sí, con algo de dificultad",1
San Marcos,Ayutla,Hombre,8,No declarado,6
San Marcos,Ayutla,Hombre,8,No puede,1
San Marcos,Ayutla,Hombre,8,"No, sin dificultad",430
San Marcos,Ayutla,Hombre,8,"Sí, con algo de dificultad",2
San Marcos,Ayutla,Hombre,8,"Sí, con mucha dificultad",1
San Marcos,Ayutla,Hombre,9,No declarado,4
San Marcos,Ayutla,Hombre,9,"No, sin dificultad",381
San Marcos,Ayutla,Hombre,9,"Sí, con algo de dificultad",3
San Marcos,Ayutla,Hombre,10,No declarado,1
San Marcos,Ayutla,Hombre,10,"No, sin dificultad",385
San Marcos,Ayutla,Hombre,10,"Sí, con algo de dificultad",4
San Marcos,Ayutla,Hombre,11,No declarado,4
San Marcos,Ayutla,Hombre,11,No puede,2
San Marcos,Ayutla,Hombre,11,"No, sin dificultad",341
San Marcos,Ayutla,Hombre,11,"Sí, con algo de dificultad",2
San Marcos,Ayutla,Hombre,11,"Sí, con mucha dificultad",2
San Marcos,Ayutla,Hombre,12,No declarado,5
San Marcos,Ayutla,Hombre,12,"No, sin dificultad",380
San Marcos,Ayutla,Hombre,12,"Sí, con algo de dificultad",7
San Marcos,Ayutla,Hombre,12,"Sí, con mucha dificultad",1
San Marcos,Ayutla,Hombre,13,No declarado,3
San Marcos,Ayutla,Hombre,13,No puede,1
San Marcos,Ayutla,Hombre,13,"No, sin dificultad",353
San Marcos,Ayutla,Hombre,13,"Sí, con algo de dificultad",2
San Marcos,Ayutla,Hombre,14,No declarado,4
San Marcos,Ayutla,Hombre,14,"No, sin dificultad",376
San Marcos,Ayutla,Hombre,14,"Sí, con algo de dificultad",1
San Marcos,Ayutla,Hombre,15,No declarado,3
San Marcos,Ayutla,Hombre,15,"No, sin dificultad",371
San Marcos,Ayutla,Hombre,15,"Sí, con algo de dificultad",5
San Marcos,Ayutla,Hombre,15,"Sí, con mucha dificultad",1
San Marcos,Ayutla,Hombre,16,No declarado,1
San Marcos,Ayutla,Hombre,16,"No, sin dificultad",394
San Marcos,Ayutla,Hombre,16,"Sí, con algo de dificultad",4
San Marcos,Ayutla,Hombre,17,No declarado,4
San Marcos,Ayutla,Hombre,17,"No, sin dificultad",441
San Marcos,Ayutla,Hombre,17,"Sí, con algo de dificultad",10
San Marcos,Ayutla,Hombre,17,"Sí, con mucha dificultad",1
San Marcos,Ayutla,Hombre,18,No declarado,6
San Marcos,Ayutla,Hombre,18,No puede,1
San Marcos,Ayutla,Hombre,18,"No, sin dificultad",471
San Marcos,Ayutla,Hombre,18,"Sí, con algo de dificultad",3
San Marcos,Ayutla,Hombre,19,No declarado,3
San Marcos,Ayutla,Hombre,19,No puede,1
