NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_C||Dificulta caminar o subir escaleras
Guatemala,Amatitlán,Hombre,0,1026,
Guatemala,Amatitlán,Hombre,1,1110,
Guatemala,Amatitlán,Hombre,2,1186,
Guatemala,Amatitlán,Hombre,3,1157,
Guatemala,Amatitlán,Hombre,4,99,No declarado
Guatemala,Amatitlán,Hombre,4,1,No puede
Guatemala,Amatitlán,Hombre,4,1108,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,4,6,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,5,38,No declarado
Guatemala,Amatitlán,Hombre,5,1,No puede
Guatemala,Amatitlán,Hombre,5,1063,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,5,5,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,6,34,No declarado
Guatemala,Amatitlán,Hombre,6,4,No puede
Guatemala,Amatitlán,Hombre,6,1152,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,6,2,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,7,27,No declarado
Guatemala,Amatitlán,Hombre,7,3,No puede
Guatemala,Amatitlán,Hombre,7,1092,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,7,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,7,1,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,8,30,No declarado
Guatemala,Amatitlán,Hombre,8,1,No puede
Guatemala,Amatitlán,Hombre,8,1090,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,8,5,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,8,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,9,23,No declarado
Guatemala,Amatitlán,Hombre,9,2,No puede
Guatemala,Amatitlán,Hombre,9,1099,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,9,5,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,9,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,10,16,No declarado
Guatemala,Amatitlán,Hombre,10,2,No puede
Guatemala,Amatitlán,Hombre,10,1143,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,10,8,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,11,27,No declarado
Guatemala,Amatitlán,Hombre,11,1072,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,11,1,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,11,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,12,29,No declarado
Guatemala,Amatitlán,Hombre,12,1,No puede
Guatemala,Amatitlán,Hombre,12,1128,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,12,7,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,12,1,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,13,17,No declarado
Guatemala,Amatitlán,Hombre,13,2,No puede
Guatemala,Amatitlán,Hombre,13,1133,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,13,2,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,13,1,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,14,25,No declarado
Guatemala,Amatitlán,Hombre,14,5,No puede
Guatemala,Amatitlán,Hombre,14,1180,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,14,3,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,14,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,15,20,No declarado
Guatemala,Amatitlán,Hombre,15,1130,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,15,3,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,15,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,16,16,No declarado
Guatemala,Amatitlán,Hombre,16,1098,"No, sin dificultad"
