NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP12||Autoidentificación
San Marcos,Ayutla,Hombre,0,429,Ladina (o)
San Marcos,Ayutla,Hombre,0,6,Maya
San Marcos,Ayutla,Hombre,1,447,Ladina (o)
San Marcos,Ayutla,Hombre,1,5,Maya
San Marcos,Ayutla,Hombre,1,1,Xinka
San Marcos,Ayutla,Hombre,2,2,Extranjera (o)
San Marcos,Ayutla,Hombre,2,429,Ladina (o)
San Marcos,Ayutla,Hombre,2,3,Maya
San Marcos,Ayutla,Hombre,3,3,Extranjera (o)
San Marcos,Ayutla,Hombre,3,468,Ladina (o)
San Marcos,Ayutla,Hombre,3,5,Maya
San Marcos,Ayutla,Hombre,4,1,Afrodescendiente/Creole/Afromestizo
San Marcos,Ayutla,Hombre,4,375,Ladina (o)
San Marcos,Ayutla,Hombre,4,8,Maya
San Marcos,Ayutla,Hombre,5,3,Extranjera (o)
San Marcos,Ayutla,Hombre,5,1,Garífuna
San Marcos,Ayutla,Hombre,5,436,Ladina (o)
San Marcos,Ayutla,Hombre,5,12,Maya
San Marcos,Ayutla,Hombre,6,1,Afrodescendiente/Creole/Afromestizo
San Marcos,Ayutla,Hombre,6,2,Extranjera (o)
San Marcos,Ayutla,Hombre,6,473,Ladina (o)
San Marcos,Ayutla,Hombre,6,7,Maya
San Marcos,Ayutla,Hombre,7,2,Extranjera (o)
San Marcos,Ayutla,Hombre,7,1,Garífuna
San Marcos,Ayutla,Hombre,7,441,Ladina (o)
San Marcos,Ayutla,Hombre,7,6,Maya
San Marcos,Ayutla,Hombre,8,1,Extranjera (o)
San Marcos,Ayutla,Hombre,8,431,Ladina (o)
San Marcos,Ayutla,Hombre,8,8,Maya
San Marcos,Ayutla,Hombre,9,1,Extranjera (o)
San Marcos,Ayutla,Hombre,9,385,Ladina (o)
San Marcos,Ayutla,Hombre,9,2,Maya
San Marcos,Ayutla,Hombre,10,3,Extranjera (o)
San Marcos,Ayutla,Hombre,10,379,Ladina (o)
San Marcos,Ayutla,Hombre,10,8,Maya
San Marcos,Ayutla,Hombre,11,1,Extranjera (o)
San Marcos,Ayutla,Hombre,11,345,Ladina (o)
San Marcos,Ayutla,Hombre,11,5,Maya
San Marcos,Ayutla,Hombre,12,1,Extranjera (o)
San Marcos,Ayutla,Hombre,12,387,Ladina (o)
San Marcos,Ayutla,Hombre,12,5,Maya
San Marcos,Ayutla,Hombre,13,355,Ladina (o)
San Marcos,Ayutla,Hombre,13,4,Maya
San Marcos,Ayutla,Hombre,14,1,Garífuna
San Marcos,Ayutla,Hombre,14,378,Ladina (o)
San Marcos,Ayutla,Hombre,14,2,Maya
San Marcos,Ayutla,Hombre,15,369,Ladina (o)
San Marcos,Ayutla,Hombre,15,11,Maya
San Marcos,Ayutla,Hombre,16,1,Extranjera (o)
San Marcos,Ayutla,Hombre,16,1,Garífuna
San Marcos,Ayutla,Hombre,16,386,Ladina (o)
San Marcos,Ayutla,Hombre,16,11,Maya
San Marcos,Ayutla,Hombre,17,447,Ladina (o)
San Marcos,Ayutla,Hombre,17,9,Maya
San Marcos,Ayutla,Hombre,18,1,Extranjera (o)
San Marcos,Ayutla,Hombre,18,2,Garífuna
San Marcos,Ayutla,Hombre,18,467,Ladina (o)
San Marcos,Ayutla,Hombre,18,11,Maya
San Marcos,Ayutla,Hombre,19,2,Extranjera (o)
San Marcos,Ayutla,Hombre,19,341,Ladina (o)
San Marcos,Ayutla,Hombre,19,6,Maya
San Marcos,Ayutla,Hombre,20,4,Extranjera (o)
San Marcos,Ayutla,Hombre,20,367,Ladina (o)
San Marcos,Ayutla,Hombre,20,7,Maya
San Marcos,Ayutla,Hombre,21,1,Extranjera (o)
San Marcos,Ayutla,Hombre,21,358,Ladina (o)
