NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,POCUPA||Personas Ocupadas
Quetzaltenango,Almolonga,Hombre,0,83,
Quetzaltenango,Almolonga,Hombre,1,110,
Quetzaltenango,Almolonga,Hombre,2,143,
Quetzaltenango,Almolonga,Hombre,3,139,
Quetzaltenango,Almolonga,Hombre,4,125,
Quetzaltenango,Almolonga,Hombre,5,146,
Quetzaltenango,Almolonga,Hombre,6,161,
Quetzaltenango,Almolonga,Hombre,7,128,
Quetzaltenango,Almolonga,Hombre,8,146,
Quetzaltenango,Almolonga,Hombre,8,1,Población ocupada
Quetzaltenango,Almolonga,Hombre,9,113,
Quetzaltenango,Almolonga,Hombre,9,1,Población ocupada
Quetzaltenango,Almolonga,Hombre,10,146,
Quetzaltenango,Almolonga,Hombre,10,2,Población ocupada
Quetzaltenango,Almolonga,Hombre,11,90,
Quetzaltenango,Almolonga,Hombre,11,5,Población ocupada
Quetzaltenango,Almolonga,Hombre,12,100,
Quetzaltenango,Almolonga,Hombre,12,10,Población ocupada
Quetzaltenango,Almolonga,Hombre,13,93,
Quetzaltenango,Almolonga,Hombre,13,15,Población ocupada
Quetzaltenango,Almolonga,Hombre,14,91,
Quetzaltenango,Almolonga,Hombre,14,28,Población ocupada
Quetzaltenango,Almolonga,Hombre,15,99,
Quetzaltenango,Almolonga,Hombre,15,43,Población ocupada
Quetzaltenango,Almolonga,Hombre,16,85,
Quetzaltenango,Almolonga,Hombre,16,51,Población ocupada
Quetzaltenango,Almolonga,Hombre,17,87,
Quetzaltenango,Almolonga,Hombre,17,70,Población ocupada
Quetzaltenango,Almolonga,Hombre,18,82,
Quetzaltenango,Almolonga,Hombre,18,87,Población ocupada
Quetzaltenango,Almolonga,Hombre,19,31,
Quetzaltenango,Almolonga,Hombre,19,74,Población ocupada
Quetzaltenango,Almolonga,Hombre,20,65,
Quetzaltenango,Almolonga,Hombre,20,129,Población ocupada
Quetzaltenango,Almolonga,Hombre,21,22,
Quetzaltenango,Almolonga,Hombre,21,69,Población ocupada
Quetzaltenango,Almolonga,Hombre,22,33,
Quetzaltenango,Almolonga,Hombre,22,110,Población ocupada
Quetzaltenango,Almolonga,Hombre,23,27,
Quetzaltenango,Almolonga,Hombre,23,106,Población ocupada
Quetzaltenango,Almolonga,Hombre,24,16,
Quetzaltenango,Almolonga,Hombre,24,92,Población ocupada
Quetzaltenango,Almolonga,Hombre,25,33,
Quetzaltenango,Almolonga,Hombre,25,164,Población ocupada
Quetzaltenango,Almolonga,Hombre,26,14,
Quetzaltenango,Almolonga,Hombre,26,108,Población ocupada
Quetzaltenango,Almolonga,Hombre,27,9,
Quetzaltenango,Almolonga,Hombre,27,117,Población ocupada
Quetzaltenango,Almolonga,Hombre,28,9,
Quetzaltenango,Almolonga,Hombre,28,142,Población ocupada
Quetzaltenango,Almolonga,Hombre,29,9,
Quetzaltenango,Almolonga,Hombre,29,70,Población ocupada
Quetzaltenango,Almolonga,Hombre,30,28,
Quetzaltenango,Almolonga,Hombre,30,183,Población ocupada
Quetzaltenango,Almolonga,Hombre,31,2,
Quetzaltenango,Almolonga,Hombre,31,43,Población ocupada
Quetzaltenango,Almolonga,Hombre,32,7,
Quetzaltenango,Almolonga,Hombre,32,101,Población ocupada
Quetzaltenango,Almolonga,Hombre,33,6,
Quetzaltenango,Almolonga,Hombre,33,85,Población ocupada
Quetzaltenango,Almolonga,Hombre,34,8,
Quetzaltenango,Almolonga,Hombre,34,60,Población ocupada
Quetzaltenango,Almolonga,Hombre,35,11,
Quetzaltenango,Almolonga,Hombre,35,138,Población ocupada
Quetzaltenango,Almolonga,Hombre,36,7,
Quetzaltenango,Almolonga,Hombre,36,59,Población ocupada
Quetzaltenango,Almolonga,Hombre,37,55,Población ocupada
Quetzaltenango,Almolonga,Hombre,38,9,
Quetzaltenango,Almolonga,Hombre,38,97,Población ocupada
Quetzaltenango,Almolonga,Hombre,39,3,
Quetzaltenango,Almolonga,Hombre,39,71,Población ocupada
Quetzaltenango,Almolonga,Hombre,40,11,
Quetzaltenango,Almolonga,Hombre,40,152,Población ocupada
Quetzaltenango,Almolonga,Hombre,41,4,
Quetzaltenango,Almolonga,Hombre,41,49,Población ocupada
Quetzaltenango,Almolonga,Hombre,42,4,
Quetzaltenango,Almolonga,Hombre,42,82,Población ocupada
Quetzaltenango,Almolonga,Hombre,43,7,
Quetzaltenango,Almolonga,Hombre,43,65,Población ocupada
Quetzaltenango,Almolonga,Hombre,44,2,
Quetzaltenango,Almolonga,Hombre,44,54,Población ocupada
Quetzaltenango,Almolonga,Hombre,45,6,
Quetzaltenango,Almolonga,Hombre,45,106,Población ocupada
Quetzaltenango,Almolonga,Hombre,46,3,
Quetzaltenango,Almolonga,Hombre,46,49,Población ocupada
Quetzaltenango,Almolonga,Hombre,47,3,
Quetzaltenango,Almolonga,Hombre,47,63,Población ocupada
Quetzaltenango,Almolonga,Hombre,48,1,
Quetzaltenango,Almolonga,Hombre,48,88,Población ocupada
Quetzaltenango,Almolonga,Hombre,49,3,
Quetzaltenango,Almolonga,Hombre,49,56,Población ocupada
Quetzaltenango,Almolonga,Hombre,50,10,
Quetzaltenango,Almolonga,Hombre,50,168,Población ocupada
Quetzaltenango,Almolonga,Hombre,51,2,
Quetzaltenango,Almolonga,Hombre,51,50,Población ocupada
Quetzaltenango,Almolonga,Hombre,52,2,
Quetzaltenango,Almolonga,Hombre,52,91,Población ocupada
Quetzaltenango,Almolonga,Hombre,53,15,
Quetzaltenango,Almolonga,Hombre,53,55,Población ocupada
Quetzaltenango,Almolonga,Hombre,54,6,
Quetzaltenango,Almolonga,Hombre,54,51,Población ocupada
Quetzaltenango,Almolonga,Hombre,55,7,
Quetzaltenango,Almolonga,Hombre,55,95,Población ocupada
Quetzaltenango,Almolonga,Hombre,56,2,
Quetzaltenango,Almolonga,Hombre,56,44,Población ocupada
Quetzaltenango,Almolonga,Hombre,57,3,
Quetzaltenango,Almolonga,Hombre,57,49,Población ocupada
Quetzaltenango,Almolonga,Hombre,58,5,
Quetzaltenango,Almolonga,Hombre,58,53,Población ocupada
Quetzaltenango,Almolonga,Hombre,59,1,
Quetzaltenango,Almolonga,Hombre,59,28,Población ocupada
Quetzaltenango,Almolonga,Hombre,60,10,
Quetzaltenango,Almolonga,Hombre,60,84,Población ocupada
Quetzaltenango,Almolonga,Hombre,61,1,
Quetzaltenango,Almolonga,Hombre,61,27,Población ocupada
Quetzaltenango,Almolonga,Hombre,62,4,
Quetzaltenango,Almolonga,Hombre,62,46,Población ocupada
Quetzaltenango,Almolonga,Hombre,63,1,
Quetzaltenango,Almolonga,Hombre,63,37,Población ocupada
Quetzaltenango,Almolonga,Hombre,64,3,
Quetzaltenango,Almolonga,Hombre,64,25,Población ocupada
Quetzaltenango,Almolonga,Hombre,65,8,
Quetzaltenango,Almolonga,Hombre,65,60,Población ocupada
Quetzaltenango,Almolonga,Hombre,66,7,
Quetzaltenango,Almolonga,Hombre,66,18,Población ocupada
Quetzaltenango,Almolonga,Hombre,67,2,
Quetzaltenango,Almolonga,Hombre,67,22,Población ocupada
Quetzaltenango,Almolonga,Hombre,68,9,
Quetzaltenango,Almolonga,Hombre,68,29,Población ocupada
Quetzaltenango,Almolonga,Hombre,69,6,
Quetzaltenango,Almolonga,Hombre,69,27,Población ocupada
Quetzaltenango,Almolonga,Hombre,70,20,
Quetzaltenango,Almolonga,Hombre,70,34,Población ocupada
Quetzaltenango,Almolonga,Hombre,71,8,
Quetzaltenango,Almolonga,Hombre,71,13,Población ocupada
Quetzaltenango,Almolonga,Hombre,72,8,
Quetzaltenango,Almolonga,Hombre,72,20,Población ocupada
Quetzaltenango,Almolonga,Hombre,73,13,
Quetzaltenango,Almolonga,Hombre,73,9,Población ocupada
Quetzaltenango,Almolonga,Hombre,74,8,
Quetzaltenango,Almolonga,Hombre,74,10,Población ocupada
Quetzaltenango,Almolonga,Hombre,75,11,
Quetzaltenango,Almolonga,Hombre,75,16,Población ocupada
Quetzaltenango,Almolonga,Hombre,76,4,
Quetzaltenango,Almolonga,Hombre,76,6,Población ocupada
Quetzaltenango,Almolonga,Hombre,77,4,
Quetzaltenango,Almolonga,Hombre,77,7,Población ocupada
Quetzaltenango,Almolonga,Hombre,78,2,
