NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_B||Dificultad Oído
Guatemala,Amatitlán,Hombre,0,1026,
Guatemala,Amatitlán,Hombre,1,1110,
Guatemala,Amatitlán,Hombre,2,1186,
Guatemala,Amatitlán,Hombre,3,1157,
Guatemala,Amatitlán,Hombre,4,97,No declarado
Guatemala,Amatitlán,Hombre,4,1115,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,4,2,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,5,38,No declarado
Guatemala,Amatitlán,Hombre,5,1062,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,5,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,5,3,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,6,35,No declarado
Guatemala,Amatitlán,Hombre,6,1154,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,6,2,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,6,1,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,7,27,No declarado
Guatemala,Amatitlán,Hombre,7,2,No puede
Guatemala,Amatitlán,Hombre,7,1094,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,7,3,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,7,1,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,8,30,No declarado
Guatemala,Amatitlán,Hombre,8,1093,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,8,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,8,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,9,23,No declarado
Guatemala,Amatitlán,Hombre,9,2,No puede
Guatemala,Amatitlán,Hombre,9,1100,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,9,5,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,9,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,10,17,No declarado
Guatemala,Amatitlán,Hombre,10,1142,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,10,6,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,10,4,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,11,30,No declarado
Guatemala,Amatitlán,Hombre,11,1,No puede
Guatemala,Amatitlán,Hombre,11,1065,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,11,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,11,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,12,25,No declarado
Guatemala,Amatitlán,Hombre,12,2,No puede
Guatemala,Amatitlán,Hombre,12,1130,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,12,7,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,12,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,13,17,No declarado
Guatemala,Amatitlán,Hombre,13,1131,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,13,5,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,13,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,14,24,No declarado
Guatemala,Amatitlán,Hombre,14,3,No puede
Guatemala,Amatitlán,Hombre,14,1179,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,14,8,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,14,2,"Sí, con mucha dificultad"
Guatemala,Amatitlán,Hombre,15,20,No declarado
Guatemala,Amatitlán,Hombre,15,1133,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,15,3,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,16,16,No declarado
Guatemala,Amatitlán,Hombre,16,1096,"No, sin dificultad"
Guatemala,Amatitlán,Hombre,16,4,"Sí, con algo de dificultad"
Guatemala,Amatitlán,Hombre,16,2,"Sí, con mucha dificultad"
