NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PEA||Población económicamente activa,Recuento de PCP1
Quetzaltenango,Almolonga,Hombre,0,,83
Quetzaltenango,Almolonga,Hombre,1,,110
Quetzaltenango,Almolonga,Hombre,2,,143
Quetzaltenango,Almolonga,Hombre,3,,139
Quetzaltenango,Almolonga,Hombre,4,,125
Quetzaltenango,Almolonga,Hombre,5,,146
Quetzaltenango,Almolonga,Hombre,6,,161
Quetzaltenango,Almolonga,Hombre,7,,128
Quetzaltenango,Almolonga,Hombre,8,,146
Quetzaltenango,Almolonga,Hombre,8,Población económicamente activa,1
Quetzaltenango,Almolonga,Hombre,9,,112
Quetzaltenango,Almolonga,Hombre,9,Población económicamente activa,2
Quetzaltenango,Almolonga,Hombre,10,,146
Quetzaltenango,Almolonga,Hombre,10,Población económicamente activa,2
Quetzaltenango,Almolonga,Hombre,11,,89
Quetzaltenango,Almolonga,Hombre,11,Población económicamente activa,6
Quetzaltenango,Almolonga,Hombre,12,,99
Quetzaltenango,Almolonga,Hombre,12,Población económicamente activa,11
Quetzaltenango,Almolonga,Hombre,13,,90
Quetzaltenango,Almolonga,Hombre,13,Población económicamente activa,18
Quetzaltenango,Almolonga,Hombre,14,,89
Quetzaltenango,Almolonga,Hombre,14,Población económicamente activa,30
Quetzaltenango,Almolonga,Hombre,15,,93
Quetzaltenango,Almolonga,Hombre,15,Población económicamente activa,49
Quetzaltenango,Almolonga,Hombre,16,,81
Quetzaltenango,Almolonga,Hombre,16,Población económicamente activa,55
Quetzaltenango,Almolonga,Hombre,17,,82
Quetzaltenango,Almolonga,Hombre,17,Población económicamente activa,75
Quetzaltenango,Almolonga,Hombre,18,,78
Quetzaltenango,Almolonga,Hombre,18,Población económicamente activa,91
Quetzaltenango,Almolonga,Hombre,19,,29
Quetzaltenango,Almolonga,Hombre,19,Población económicamente activa,76
Quetzaltenango,Almolonga,Hombre,20,,51
Quetzaltenango,Almolonga,Hombre,20,Población económicamente activa,143
Quetzaltenango,Almolonga,Hombre,21,,18
Quetzaltenango,Almolonga,Hombre,21,Población económicamente activa,73
Quetzaltenango,Almolonga,Hombre,22,,30
Quetzaltenango,Almolonga,Hombre,22,Población económicamente activa,113
Quetzaltenango,Almolonga,Hombre,23,,17
Quetzaltenango,Almolonga,Hombre,23,Población económicamente activa,116
Quetzaltenango,Almolonga,Hombre,24,,14
Quetzaltenango,Almolonga,Hombre,24,Población económicamente activa,94
Quetzaltenango,Almolonga,Hombre,25,,28
Quetzaltenango,Almolonga,Hombre,25,Población económicamente activa,169
Quetzaltenango,Almolonga,Hombre,26,,12
Quetzaltenango,Almolonga,Hombre,26,Población económicamente activa,110
Quetzaltenango,Almolonga,Hombre,27,,8
Quetzaltenango,Almolonga,Hombre,27,Población económicamente activa,118
Quetzaltenango,Almolonga,Hombre,28,,8
Quetzaltenango,Almolonga,Hombre,28,Población económicamente activa,143
Quetzaltenango,Almolonga,Hombre,29,,9
Quetzaltenango,Almolonga,Hombre,29,Población económicamente activa,70
Quetzaltenango,Almolonga,Hombre,30,,27
Quetzaltenango,Almolonga,Hombre,30,Población económicamente activa,184
Quetzaltenango,Almolonga,Hombre,31,,2
Quetzaltenango,Almolonga,Hombre,31,Población económicamente activa,43
Quetzaltenango,Almolonga,Hombre,32,,6
Quetzaltenango,Almolonga,Hombre,32,Población económicamente activa,102
Quetzaltenango,Almolonga,Hombre,33,,5
Quetzaltenango,Almolonga,Hombre,33,Población económicamente activa,86
Quetzaltenango,Almolonga,Hombre,34,,8
Quetzaltenango,Almolonga,Hombre,34,Población económicamente activa,60
Quetzaltenango,Almolonga,Hombre,35,,9
Quetzaltenango,Almolonga,Hombre,35,Población económicamente activa,140
Quetzaltenango,Almolonga,Hombre,36,,7
Quetzaltenango,Almolonga,Hombre,36,Población económicamente activa,59
Quetzaltenango,Almolonga,Hombre,37,Población económicamente activa,55
Quetzaltenango,Almolonga,Hombre,38,,8
Quetzaltenango,Almolonga,Hombre,38,Población económicamente activa,98
Quetzaltenango,Almolonga,Hombre,39,,3
Quetzaltenango,Almolonga,Hombre,39,Población económicamente activa,71
Quetzaltenango,Almolonga,Hombre,40,,11
Quetzaltenango,Almolonga,Hombre,40,Población económicamente activa,152
Quetzaltenango,Almolonga,Hombre,41,,4
Quetzaltenango,Almolonga,Hombre,41,Población económicamente activa,49
Quetzaltenango,Almolonga,Hombre,42,,4
Quetzaltenango,Almolonga,Hombre,42,Población económicamente activa,82
Quetzaltenango,Almolonga,Hombre,43,,7
Quetzaltenango,Almolonga,Hombre,43,Población económicamente activa,65
Quetzaltenango,Almolonga,Hombre,44,,2
Quetzaltenango,Almolonga,Hombre,44,Población económicamente activa,54
Quetzaltenango,Almolonga,Hombre,45,,6
Quetzaltenango,Almolonga,Hombre,45,Población económicamente activa,106
Quetzaltenango,Almolonga,Hombre,46,,3
Quetzaltenango,Almolonga,Hombre,46,Población económicamente activa,49
Quetzaltenango,Almolonga,Hombre,47,,3
Quetzaltenango,Almolonga,Hombre,47,Población económicamente activa,63
Quetzaltenango,Almolonga,Hombre,48,,1
Quetzaltenango,Almolonga,Hombre,48,Población económicamente activa,88
Quetzaltenango,Almolonga,Hombre,49,,3
Quetzaltenango,Almolonga,Hombre,49,Población económicamente activa,56
Quetzaltenango,Almolonga,Hombre,50,,10
Quetzaltenango,Almolonga,Hombre,50,Población económicamente activa,168
Quetzaltenango,Almolonga,Hombre,51,,2
Quetzaltenango,Almolonga,Hombre,51,Población económicamente activa,50
Quetzaltenango,Almolonga,Hombre,52,,2
Quetzaltenango,Almolonga,Hombre,52,Población económicamente activa,91
Quetzaltenango,Almolonga,Hombre,53,,15
Quetzaltenango,Almolonga,Hombre,53,Población económicamente activa,55
Quetzaltenango,Almolonga,Hombre,54,,6
Quetzaltenango,Almolonga,Hombre,54,Población económicamente activa,51
Quetzaltenango,Almolonga,Hombre,55,,7
Quetzaltenango,Almolonga,Hombre,55,Población económicamente activa,95
Quetzaltenango,Almolonga,Hombre,56,,2
Quetzaltenango,Almolonga,Hombre,56,Población económicamente activa,44
Quetzaltenango,Almolonga,Hombre,57,,3
Quetzaltenango,Almolonga,Hombre,57,Población económicamente activa,49
Quetzaltenango,Almolonga,Hombre,58,,5
Quetzaltenango,Almolonga,Hombre,58,Población económicamente activa,53
Quetzaltenango,Almolonga,Hombre,59,,1
Quetzaltenango,Almolonga,Hombre,59,Población económicamente activa,28
Quetzaltenango,Almolonga,Hombre,60,,10
Quetzaltenango,Almolonga,Hombre,60,Población económicamente activa,84
Quetzaltenango,Almolonga,Hombre,61,,1
Quetzaltenango,Almolonga,Hombre,61,Población económicamente activa,27
Quetzaltenango,Almolonga,Hombre,62,,4
Quetzaltenango,Almolonga,Hombre,62,Población económicamente activa,46
Quetzaltenango,Almolonga,Hombre,63,,1
Quetzaltenango,Almolonga,Hombre,63,Población económicamente activa,37
Quetzaltenango,Almolonga,Hombre,64,,3
Quetzaltenango,Almolonga,Hombre,64,Población económicamente activa,25
Quetzaltenango,Almolonga,Hombre,65,,8
Quetzaltenango,Almolonga,Hombre,65,Población económicamente activa,60
Quetzaltenango,Almolonga,Hombre,66,,6
Quetzaltenango,Almolonga,Hombre,66,Población económicamente activa,19
Quetzaltenango,Almolonga,Hombre,67,,2
Quetzaltenango,Almolonga,Hombre,67,Población económicamente activa,22
Quetzaltenango,Almolonga,Hombre,68,,9
Quetzaltenango,Almolonga,Hombre,68,Población económicamente activa,29
Quetzaltenango,Almolonga,Hombre,69,,6
Quetzaltenango,Almolonga,Hombre,69,Población económicamente activa,27
Quetzaltenango,Almolonga,Hombre,70,,20
Quetzaltenango,Almolonga,Hombre,70,Población económicamente activa,34
Quetzaltenango,Almolonga,Hombre,71,,8
Quetzaltenango,Almolonga,Hombre,71,Población económicamente activa,13
Quetzaltenango,Almolonga,Hombre,72,,8
Quetzaltenango,Almolonga,Hombre,72,Población económicamente activa,20
Quetzaltenango,Almolonga,Hombre,73,,13
Quetzaltenango,Almolonga,Hombre,73,Población económicamente activa,9
Quetzaltenango,Almolonga,Hombre,74,,8
Quetzaltenango,Almolonga,Hombre,74,Población económicamente activa,10
Quetzaltenango,Almolonga,Hombre,75,,11
Quetzaltenango,Almolonga,Hombre,75,Población económicamente activa,16
