NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_F||Dificultad para comunicarse
Huehuetenango,Aguacatán,Hombre,0,562,
Huehuetenango,Aguacatán,Hombre,1,595,
Huehuetenango,Aguacatán,Hombre,2,588,
Huehuetenango,Aguacatán,Hombre,3,596,
Huehuetenango,Aguacatán,Hombre,4,25,No declarado
Huehuetenango,Aguacatán,Hombre,4,1,No puede
Huehuetenango,Aguacatán,Hombre,4,578,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,4,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,4,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,5,6,No declarado
Huehuetenango,Aguacatán,Hombre,5,1,No puede
Huehuetenango,Aguacatán,Hombre,5,562,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,5,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,5,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,6,7,No declarado
Huehuetenango,Aguacatán,Hombre,6,586,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,6,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,7,4,No declarado
Huehuetenango,Aguacatán,Hombre,7,594,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,8,3,No declarado
Huehuetenango,Aguacatán,Hombre,8,1,No puede
Huehuetenango,Aguacatán,Hombre,8,555,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,8,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,9,7,No declarado
Huehuetenango,Aguacatán,Hombre,9,1,No puede
Huehuetenango,Aguacatán,Hombre,9,561,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,9,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,9,4,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,10,11,No declarado
Huehuetenango,Aguacatán,Hombre,10,2,No puede
Huehuetenango,Aguacatán,Hombre,10,538,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,10,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,10,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,11,1,No declarado
Huehuetenango,Aguacatán,Hombre,11,579,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,11,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,12,575,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,12,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,13,8,No declarado
Huehuetenango,Aguacatán,Hombre,13,3,No puede
Huehuetenango,Aguacatán,Hombre,13,560,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,13,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,13,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,14,4,No declarado
Huehuetenango,Aguacatán,Hombre,14,3,No puede
Huehuetenango,Aguacatán,Hombre,14,593,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,14,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,14,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,15,3,No declarado
Huehuetenango,Aguacatán,Hombre,15,2,No puede
Huehuetenango,Aguacatán,Hombre,15,581,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,15,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,16,2,No declarado
Huehuetenango,Aguacatán,Hombre,16,1,No puede
Huehuetenango,Aguacatán,Hombre,16,590,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,16,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,16,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,17,5,No declarado
Huehuetenango,Aguacatán,Hombre,17,2,No puede
Huehuetenango,Aguacatán,Hombre,17,502,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,17,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,17,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,18,3,No declarado
Huehuetenango,Aguacatán,Hombre,18,3,No puede
Huehuetenango,Aguacatán,Hombre,18,513,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,18,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,18,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,19,6,No declarado
Huehuetenango,Aguacatán,Hombre,19,424,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,19,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,20,7,No declarado
Huehuetenango,Aguacatán,Hombre,20,2,No puede
Huehuetenango,Aguacatán,Hombre,20,405,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,20,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,21,2,No declarado
Huehuetenango,Aguacatán,Hombre,21,1,No puede
Huehuetenango,Aguacatán,Hombre,21,367,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,21,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,21,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,22,2,No declarado
Huehuetenango,Aguacatán,Hombre,22,2,No puede
Huehuetenango,Aguacatán,Hombre,22,418,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,22,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,23,7,No declarado
Huehuetenango,Aguacatán,Hombre,23,391,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,23,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,23,6,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,24,1,No declarado
Huehuetenango,Aguacatán,Hombre,24,2,No puede
Huehuetenango,Aguacatán,Hombre,24,394,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,24,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,24,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,25,1,No declarado
Huehuetenango,Aguacatán,Hombre,25,1,No puede
Huehuetenango,Aguacatán,Hombre,25,355,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,25,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,25,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,26,3,No declarado
Huehuetenango,Aguacatán,Hombre,26,1,No puede
Huehuetenango,Aguacatán,Hombre,26,339,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,26,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,26,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,27,4,No declarado
Huehuetenango,Aguacatán,Hombre,27,6,No puede
Huehuetenango,Aguacatán,Hombre,27,306,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,27,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,27,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,28,3,No declarado
Huehuetenango,Aguacatán,Hombre,28,2,No puede
Huehuetenango,Aguacatán,Hombre,28,291,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,28,5,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,28,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,29,2,No declarado
Huehuetenango,Aguacatán,Hombre,29,270,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,30,5,No declarado
Huehuetenango,Aguacatán,Hombre,30,250,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,30,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,30,7,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,31,2,No puede
Huehuetenango,Aguacatán,Hombre,31,226,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,31,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,31,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,32,2,No declarado
Huehuetenango,Aguacatán,Hombre,32,2,No puede
Huehuetenango,Aguacatán,Hombre,32,218,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,32,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,32,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,33,3,No declarado
Huehuetenango,Aguacatán,Hombre,33,187,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,33,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,33,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,34,1,No declarado
Huehuetenango,Aguacatán,Hombre,34,2,No puede
Huehuetenango,Aguacatán,Hombre,34,201,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,34,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,35,1,No declarado
Huehuetenango,Aguacatán,Hombre,35,1,No puede
Huehuetenango,Aguacatán,Hombre,35,184,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,35,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,35,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,36,228,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,36,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,36,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,37,1,No declarado
Huehuetenango,Aguacatán,Hombre,37,203,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,37,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,37,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,38,3,No declarado
Huehuetenango,Aguacatán,Hombre,38,203,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,38,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,39,1,No declarado
Huehuetenango,Aguacatán,Hombre,39,199,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,39,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,39,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,40,1,No declarado
Huehuetenango,Aguacatán,Hombre,40,212,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,40,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,40,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,41,2,No declarado
Huehuetenango,Aguacatán,Hombre,41,1,No puede
Huehuetenango,Aguacatán,Hombre,41,205,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,42,1,No puede
Huehuetenango,Aguacatán,Hombre,42,171,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,42,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,43,176,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,43,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,44,168,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,44,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,45,2,No declarado
Huehuetenango,Aguacatán,Hombre,45,186,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,45,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,46,174,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,46,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,47,1,No puede
Huehuetenango,Aguacatán,Hombre,47,168,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,47,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,47,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,48,1,No declarado
Huehuetenango,Aguacatán,Hombre,48,175,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,48,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,49,1,No puede
Huehuetenango,Aguacatán,Hombre,49,159,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,49,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,49,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,50,2,No declarado
Huehuetenango,Aguacatán,Hombre,50,1,No puede
Huehuetenango,Aguacatán,Hombre,50,160,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,50,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,50,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,51,2,No declarado
Huehuetenango,Aguacatán,Hombre,51,143,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,52,160,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,52,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,52,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,53,136,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,53,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,54,116,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,54,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,54,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,55,1,No declarado
Huehuetenango,Aguacatán,Hombre,55,123,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,55,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,56,1,No declarado
Huehuetenango,Aguacatán,Hombre,56,122,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,57,2,No declarado
Huehuetenango,Aguacatán,Hombre,57,135,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,57,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,58,133,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,58,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,59,144,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,60,2,No declarado
Huehuetenango,Aguacatán,Hombre,60,149,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,61,99,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,62,2,No declarado
Huehuetenango,Aguacatán,Hombre,62,97,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,62,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,63,115,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,63,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,63,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,64,113,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,64,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,64,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,65,4,No declarado
Huehuetenango,Aguacatán,Hombre,65,102,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,66,82,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,66,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,67,1,No puede
Huehuetenango,Aguacatán,Hombre,67,89,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,67,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,68,2,No declarado
Huehuetenango,Aguacatán,Hombre,68,1,No puede
Huehuetenango,Aguacatán,Hombre,68,99,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,68,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,69,5,No declarado
Huehuetenango,Aguacatán,Hombre,69,95,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,69,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,70,1,No declarado
Huehuetenango,Aguacatán,Hombre,70,119,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,70,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,71,1,No declarado
Huehuetenango,Aguacatán,Hombre,71,66,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,71,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,71,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,72,1,No puede
Huehuetenango,Aguacatán,Hombre,72,81,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,72,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,73,2,No declarado
Huehuetenango,Aguacatán,Hombre,73,71,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,73,5,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,74,76,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,74,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,75,1,No puede
Huehuetenango,Aguacatán,Hombre,75,55,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,75,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,76,44,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,76,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,76,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,77,49,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,77,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,77,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,78,1,No puede
Huehuetenango,Aguacatán,Hombre,78,57,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,78,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,79,1,No puede
Huehuetenango,Aguacatán,Hombre,79,49,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,79,5,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,80,53,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,80,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,81,1,No declarado
Huehuetenango,Aguacatán,Hombre,81,37,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,81,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,81,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,82,25,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,82,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,83,30,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,83,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,84,31,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,84,5,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,84,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,85,23,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,85,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,86,16,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,86,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,86,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,87,27,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,87,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,87,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,88,18,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,88,7,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,88,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,89,14,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,89,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,89,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,90,6,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,90,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,91,5,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,91,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,92,8,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,92,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,92,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,93,1,No declarado
Huehuetenango,Aguacatán,Hombre,93,7,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,93,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,93,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,94,3,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,95,3,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,95,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Hombre,96,2,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,97,1,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,97,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Hombre,98,1,"No, sin dificultad"
Huehuetenango,Aguacatán,Hombre,103,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,0,571,
Huehuetenango,Aguacatán,Mujer,1,584,
Huehuetenango,Aguacatán,Mujer,2,639,
Huehuetenango,Aguacatán,Mujer,3,618,
Huehuetenango,Aguacatán,Mujer,4,28,No declarado
Huehuetenango,Aguacatán,Mujer,4,2,No puede
Huehuetenango,Aguacatán,Mujer,4,545,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,4,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,5,6,No declarado
Huehuetenango,Aguacatán,Mujer,5,1,No puede
Huehuetenango,Aguacatán,Mujer,5,585,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,5,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,6,7,No declarado
Huehuetenango,Aguacatán,Mujer,6,560,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,6,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,6,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,7,6,No declarado
Huehuetenango,Aguacatán,Mujer,7,607,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,7,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,7,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,8,6,No declarado
Huehuetenango,Aguacatán,Mujer,8,1,No puede
Huehuetenango,Aguacatán,Mujer,8,566,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,8,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,8,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,9,8,No declarado
Huehuetenango,Aguacatán,Mujer,9,543,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,9,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,9,4,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,10,3,No declarado
Huehuetenango,Aguacatán,Mujer,10,2,No puede
Huehuetenango,Aguacatán,Mujer,10,557,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,10,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,10,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,11,6,No declarado
Huehuetenango,Aguacatán,Mujer,11,1,No puede
Huehuetenango,Aguacatán,Mujer,11,581,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,11,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,11,4,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,12,7,No declarado
Huehuetenango,Aguacatán,Mujer,12,545,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,12,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,12,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,13,6,No declarado
Huehuetenango,Aguacatán,Mujer,13,571,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,13,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,13,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,14,7,No declarado
Huehuetenango,Aguacatán,Mujer,14,1,No puede
Huehuetenango,Aguacatán,Mujer,14,552,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,14,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,14,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,15,9,No declarado
Huehuetenango,Aguacatán,Mujer,15,1,No puede
Huehuetenango,Aguacatán,Mujer,15,624,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,15,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,16,4,No declarado
Huehuetenango,Aguacatán,Mujer,16,1,No puede
Huehuetenango,Aguacatán,Mujer,16,604,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,16,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,17,3,No declarado
Huehuetenango,Aguacatán,Mujer,17,1,No puede
Huehuetenango,Aguacatán,Mujer,17,641,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,17,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,17,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,18,4,No declarado
Huehuetenango,Aguacatán,Mujer,18,1,No puede
Huehuetenango,Aguacatán,Mujer,18,669,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,18,4,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,18,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,19,4,No declarado
Huehuetenango,Aguacatán,Mujer,19,2,No puede
Huehuetenango,Aguacatán,Mujer,19,568,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,19,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,19,2,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,20,620,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,20,1,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,20,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,21,2,No declarado
Huehuetenango,Aguacatán,Mujer,21,3,No puede
Huehuetenango,Aguacatán,Mujer,21,583,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,21,3,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,21,1,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,22,6,No declarado
Huehuetenango,Aguacatán,Mujer,22,2,No puede
Huehuetenango,Aguacatán,Mujer,22,575,"No, sin dificultad"
Huehuetenango,Aguacatán,Mujer,22,2,"Sí, con algo de dificultad"
Huehuetenango,Aguacatán,Mujer,22,3,"Sí, con mucha dificultad"
Huehuetenango,Aguacatán,Mujer,23,5,No declarado
Huehuetenango,Aguacatán,Mujer,23,2,No puede
