NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP16_C||Dificulta caminar o subir escaleras
Retalhuleu,Champerico,Hombre,0,374,
Retalhuleu,Champerico,Hombre,1,407,
Retalhuleu,Champerico,Hombre,2,391,
Retalhuleu,Champerico,Hombre,3,395,
Retalhuleu,Champerico,Hombre,4,21,No declarado
Retalhuleu,Champerico,Hombre,4,1,No puede
Retalhuleu,Champerico,Hombre,4,420,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,4,3,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,4,1,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,5,8,No declarado
Retalhuleu,Champerico,Hombre,5,398,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,6,11,No declarado
Retalhuleu,Champerico,Hombre,6,1,No puede
Retalhuleu,Champerico,Hombre,6,410,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,6,2,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,7,3,No declarado
Retalhuleu,Champerico,Hombre,7,422,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,7,4,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,8,3,No declarado
Retalhuleu,Champerico,Hombre,8,359,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,8,2,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,8,3,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,9,4,No declarado
Retalhuleu,Champerico,Hombre,9,387,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,9,1,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,10,3,No declarado
Retalhuleu,Champerico,Hombre,10,3,No puede
Retalhuleu,Champerico,Hombre,10,343,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,10,1,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,11,7,No declarado
Retalhuleu,Champerico,Hombre,11,297,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,11,3,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,12,2,No declarado
Retalhuleu,Champerico,Hombre,12,349,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,12,2,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,13,5,No declarado
Retalhuleu,Champerico,Hombre,13,1,No puede
Retalhuleu,Champerico,Hombre,13,331,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,13,1,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,13,1,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,14,4,No declarado
Retalhuleu,Champerico,Hombre,14,328,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,14,4,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,14,1,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,15,3,No declarado
Retalhuleu,Champerico,Hombre,15,328,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,15,1,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,15,1,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,16,1,No declarado
Retalhuleu,Champerico,Hombre,16,1,No puede
Retalhuleu,Champerico,Hombre,16,346,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,17,3,No declarado
Retalhuleu,Champerico,Hombre,17,395,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,17,5,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,18,5,No declarado
Retalhuleu,Champerico,Hombre,18,355,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,18,4,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,18,1,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,19,4,No declarado
Retalhuleu,Champerico,Hombre,19,1,No puede
Retalhuleu,Champerico,Hombre,19,357,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,20,4,No declarado
Retalhuleu,Champerico,Hombre,20,2,No puede
Retalhuleu,Champerico,Hombre,20,313,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,20,1,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,21,2,No declarado
Retalhuleu,Champerico,Hombre,21,1,No puede
Retalhuleu,Champerico,Hombre,21,300,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,21,4,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,21,2,"Sí, con mucha dificultad"
Retalhuleu,Champerico,Hombre,22,2,No declarado
Retalhuleu,Champerico,Hombre,22,1,No puede
Retalhuleu,Champerico,Hombre,22,342,"No, sin dificultad"
Retalhuleu,Champerico,Hombre,22,4,"Sí, con algo de dificultad"
Retalhuleu,Champerico,Hombre,23,6,No declarado
Retalhuleu,Champerico,Hombre,23,316,"No, sin dificultad"
