NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCP16_A||Dificultad Vista,Recuento de PCP1
Retalhuleu,Champerico,Hombre,0,,374
Retalhuleu,Champerico,Hombre,1,,407
Retalhuleu,Champerico,Hombre,2,,391
Retalhuleu,Champerico,Hombre,3,,395
Retalhuleu,Champerico,Hombre,4,No declarado,21
Retalhuleu,Champerico,Hombre,4,"No, sin dificultad",424
Retalhuleu,Champerico,Hombre,4,"Sí, con algo de dificultad",1
Retalhuleu,Champerico,Hombre,5,No declarado,7
Retalhuleu,Champerico,Hombre,5,"No, sin dificultad",397
Retalhuleu,Champerico,Hombre,5,"Sí, con algo de dificultad",2
Retalhuleu,Champerico,Hombre,6,No declarado,9
Retalhuleu,Champerico,Hombre,6,"No, sin dificultad",413
Retalhuleu,Champerico,Hombre,6,"Sí, con algo de dificultad",2
Retalhuleu,Champerico,Hombre,7,No declarado,1
Retalhuleu,Champerico,Hombre,7,"No, sin dificultad",426
Retalhuleu,Champerico,Hombre,7,"Sí, con algo de dificultad",2
Retalhuleu,Champerico,Hombre,8,No declarado,1
Retalhuleu,Champerico,Hombre,8,"No, sin dificultad",364
Retalhuleu,Champerico,Hombre,8,"Sí, con algo de dificultad",1
Retalhuleu,Champerico,Hombre,8,"Sí, con mucha dificultad",1
Retalhuleu,Champerico,Hombre,9,No declarado,4
Retalhuleu,Champerico,Hombre,9,"No, sin dificultad",384
Retalhuleu,Champerico,Hombre,9,"Sí, con algo de dificultad",1
Retalhuleu,Champerico,Hombre,9,"Sí, con mucha dificultad",3
Retalhuleu,Champerico,Hombre,10,No declarado,3
Retalhuleu,Champerico,Hombre,10,"No, sin dificultad",346
Retalhuleu,Champerico,Hombre,10,"Sí, con algo de dificultad",1
Retalhuleu,Champerico,Hombre,11,No declarado,5
Retalhuleu,Champerico,Hombre,11,"No, sin dificultad",299
Retalhuleu,Champerico,Hombre,11,"Sí, con algo de dificultad",2
Retalhuleu,Champerico,Hombre,11,"Sí, con mucha dificultad",1
Retalhuleu,Champerico,Hombre,12,No declarado,1
Retalhuleu,Champerico,Hombre,12,"No, sin dificultad",350
Retalhuleu,Champerico,Hombre,12,"Sí, con algo de dificultad",2
Retalhuleu,Champerico,Hombre,13,No declarado,5
Retalhuleu,Champerico,Hombre,13,"No, sin dificultad",328
Retalhuleu,Champerico,Hombre,13,"Sí, con algo de dificultad",4
Retalhuleu,Champerico,Hombre,13,"Sí, con mucha dificultad",2
Retalhuleu,Champerico,Hombre,14,No declarado,4
Retalhuleu,Champerico,Hombre,14,"No, sin dificultad",332
Retalhuleu,Champerico,Hombre,14,"Sí, con algo de dificultad",1
Retalhuleu,Champerico,Hombre,15,No declarado,4
Retalhuleu,Champerico,Hombre,15,"No, sin dificultad",326
Retalhuleu,Champerico,Hombre,15,"Sí, con algo de dificultad",2
Retalhuleu,Champerico,Hombre,15,"Sí, con mucha dificultad",1
Retalhuleu,Champerico,Hombre,16,"No, sin dificultad",343
Retalhuleu,Champerico,Hombre,16,"Sí, con algo de dificultad",3
Retalhuleu,Champerico,Hombre,16,"Sí, con mucha dificultad",2
Retalhuleu,Champerico,Hombre,17,No declarado,3
Retalhuleu,Champerico,Hombre,17,"No, sin dificultad",393
Retalhuleu,Champerico,Hombre,17,"Sí, con algo de dificultad",6
Retalhuleu,Champerico,Hombre,17,"Sí, con mucha dificultad",1
Retalhuleu,Champerico,Hombre,18,No declarado,2
Retalhuleu,Champerico,Hombre,18,"No, sin dificultad",357
Retalhuleu,Champerico,Hombre,18,"Sí, con algo de dificultad",4
Retalhuleu,Champerico,Hombre,18,"Sí, con mucha dificultad",2
Retalhuleu,Champerico,Hombre,19,No declarado,4
Retalhuleu,Champerico,Hombre,19,No puede,1
Retalhuleu,Champerico,Hombre,19,"No, sin dificultad",351
Retalhuleu,Champerico,Hombre,19,"Sí, con algo de dificultad",4
Retalhuleu,Champerico,Hombre,19,"Sí, con mucha dificultad",2
Retalhuleu,Champerico,Hombre,20,No declarado,3
Retalhuleu,Champerico,Hombre,20,"No, sin dificultad",312
Retalhuleu,Champerico,Hombre,20,"Sí, con algo de dificultad",5
Retalhuleu,Champerico,Hombre,21,No declarado,2
Retalhuleu,Champerico,Hombre,21,"No, sin dificultad",298
Retalhuleu,Champerico,Hombre,21,"Sí, con algo de dificultad",5
Retalhuleu,Champerico,Hombre,21,"Sí, con mucha dificultad",4
Retalhuleu,Champerico,Hombre,22,No declarado,1
Retalhuleu,Champerico,Hombre,22,"No, sin dificultad",340
Retalhuleu,Champerico,Hombre,22,"Sí, con algo de dificultad",7
Retalhuleu,Champerico,Hombre,22,"Sí, con mucha dificultad",1
Retalhuleu,Champerico,Hombre,23,No declarado,5
Retalhuleu,Champerico,Hombre,23,"No, sin dificultad",318
Retalhuleu,Champerico,Hombre,23,"Sí, con algo de dificultad",1
