NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PEA||Población económicamente activa,Recuento de PCP1
Alta Verapaz,Chahal,Hombre,0,,344
Alta Verapaz,Chahal,Hombre,1,,364
Alta Verapaz,Chahal,Hombre,2,,337
Alta Verapaz,Chahal,Hombre,3,,422
Alta Verapaz,Chahal,Hombre,4,,373
Alta Verapaz,Chahal,Hombre,5,,371
Alta Verapaz,Chahal,Hombre,6,,403
Alta Verapaz,Chahal,Hombre,7,,336
Alta Verapaz,Chahal,Hombre,7,Población económicamente activa,9
Alta Verapaz,Chahal,Hombre,8,,350
Alta Verapaz,Chahal,Hombre,8,Población económicamente activa,6
Alta Verapaz,Chahal,Hombre,9,,362
Alta Verapaz,Chahal,Hombre,9,Población económicamente activa,13
Alta Verapaz,Chahal,Hombre,10,,334
Alta Verapaz,Chahal,Hombre,10,Población económicamente activa,8
Alta Verapaz,Chahal,Hombre,11,,269
Alta Verapaz,Chahal,Hombre,11,Población económicamente activa,15
Alta Verapaz,Chahal,Hombre,12,,255
Alta Verapaz,Chahal,Hombre,12,Población económicamente activa,14
Alta Verapaz,Chahal,Hombre,13,,295
Alta Verapaz,Chahal,Hombre,13,Población económicamente activa,20
Alta Verapaz,Chahal,Hombre,14,,238
Alta Verapaz,Chahal,Hombre,14,Población económicamente activa,47
Alta Verapaz,Chahal,Hombre,15,,231
Alta Verapaz,Chahal,Hombre,15,Población económicamente activa,51
Alta Verapaz,Chahal,Hombre,16,,246
Alta Verapaz,Chahal,Hombre,16,Población económicamente activa,91
Alta Verapaz,Chahal,Hombre,17,,237
Alta Verapaz,Chahal,Hombre,17,Población económicamente activa,112
Alta Verapaz,Chahal,Hombre,18,,228
Alta Verapaz,Chahal,Hombre,18,Población económicamente activa,136
Alta Verapaz,Chahal,Hombre,19,,145
Alta Verapaz,Chahal,Hombre,19,Población económicamente activa,115
Alta Verapaz,Chahal,Hombre,20,,137
Alta Verapaz,Chahal,Hombre,20,Población económicamente activa,145
Alta Verapaz,Chahal,Hombre,21,,126
Alta Verapaz,Chahal,Hombre,21,Población económicamente activa,144
Alta Verapaz,Chahal,Hombre,22,,111
Alta Verapaz,Chahal,Hombre,22,Población económicamente activa,173
Alta Verapaz,Chahal,Hombre,23,,102
Alta Verapaz,Chahal,Hombre,23,Población económicamente activa,165
Alta Verapaz,Chahal,Hombre,24,,87
Alta Verapaz,Chahal,Hombre,24,Población económicamente activa,148
Alta Verapaz,Chahal,Hombre,25,,91
Alta Verapaz,Chahal,Hombre,25,Población económicamente activa,163
Alta Verapaz,Chahal,Hombre,26,,75
Alta Verapaz,Chahal,Hombre,26,Población económicamente activa,125
Alta Verapaz,Chahal,Hombre,27,,68
Alta Verapaz,Chahal,Hombre,27,Población económicamente activa,140
Alta Verapaz,Chahal,Hombre,28,,66
Alta Verapaz,Chahal,Hombre,28,Población económicamente activa,148
Alta Verapaz,Chahal,Hombre,29,,64
Alta Verapaz,Chahal,Hombre,29,Población económicamente activa,107
Alta Verapaz,Chahal,Hombre,30,,57
Alta Verapaz,Chahal,Hombre,30,Población económicamente activa,132
Alta Verapaz,Chahal,Hombre,31,,59
Alta Verapaz,Chahal,Hombre,31,Población económicamente activa,114
Alta Verapaz,Chahal,Hombre,32,,43
Alta Verapaz,Chahal,Hombre,32,Población económicamente activa,139
Alta Verapaz,Chahal,Hombre,33,,37
Alta Verapaz,Chahal,Hombre,33,Población económicamente activa,131
Alta Verapaz,Chahal,Hombre,34,,42
