NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP12||Autoidentificación
Jutiapa,Agua Blanca,Hombre,0,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,0,112,Ladina (o)
Jutiapa,Agua Blanca,Hombre,0,2,Maya
Jutiapa,Agua Blanca,Hombre,0,2,Xinka
Jutiapa,Agua Blanca,Hombre,1,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,1,132,Ladina (o)
Jutiapa,Agua Blanca,Hombre,1,2,Maya
Jutiapa,Agua Blanca,Hombre,1,2,Xinka
Jutiapa,Agua Blanca,Hombre,2,144,Ladina (o)
Jutiapa,Agua Blanca,Hombre,2,3,Maya
Jutiapa,Agua Blanca,Hombre,2,1,Xinka
Jutiapa,Agua Blanca,Hombre,3,1,Garífuna
Jutiapa,Agua Blanca,Hombre,3,150,Ladina (o)
Jutiapa,Agua Blanca,Hombre,3,3,Maya
Jutiapa,Agua Blanca,Hombre,3,4,Xinka
Jutiapa,Agua Blanca,Hombre,4,118,Ladina (o)
Jutiapa,Agua Blanca,Hombre,4,5,Maya
Jutiapa,Agua Blanca,Hombre,4,3,Xinka
Jutiapa,Agua Blanca,Hombre,5,166,Ladina (o)
Jutiapa,Agua Blanca,Hombre,5,4,Maya
Jutiapa,Agua Blanca,Hombre,5,4,Xinka
Jutiapa,Agua Blanca,Hombre,6,1,Afrodescendiente/Creole/Afromestizo
Jutiapa,Agua Blanca,Hombre,6,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,6,136,Ladina (o)
Jutiapa,Agua Blanca,Hombre,6,6,Xinka
Jutiapa,Agua Blanca,Hombre,7,147,Ladina (o)
Jutiapa,Agua Blanca,Hombre,7,3,Maya
Jutiapa,Agua Blanca,Hombre,7,6,Xinka
Jutiapa,Agua Blanca,Hombre,8,162,Ladina (o)
Jutiapa,Agua Blanca,Hombre,8,3,Maya
Jutiapa,Agua Blanca,Hombre,8,8,Xinka
Jutiapa,Agua Blanca,Hombre,9,141,Ladina (o)
Jutiapa,Agua Blanca,Hombre,9,6,Xinka
Jutiapa,Agua Blanca,Hombre,10,138,Ladina (o)
Jutiapa,Agua Blanca,Hombre,10,2,Maya
Jutiapa,Agua Blanca,Hombre,10,4,Xinka
Jutiapa,Agua Blanca,Hombre,11,139,Ladina (o)
Jutiapa,Agua Blanca,Hombre,11,1,Maya
Jutiapa,Agua Blanca,Hombre,11,5,Xinka
Jutiapa,Agua Blanca,Hombre,12,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,12,138,Ladina (o)
Jutiapa,Agua Blanca,Hombre,12,6,Maya
Jutiapa,Agua Blanca,Hombre,12,4,Xinka
Jutiapa,Agua Blanca,Hombre,13,2,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,13,135,Ladina (o)
Jutiapa,Agua Blanca,Hombre,13,2,Maya
Jutiapa,Agua Blanca,Hombre,13,4,Xinka
Jutiapa,Agua Blanca,Hombre,14,149,Ladina (o)
Jutiapa,Agua Blanca,Hombre,14,4,Maya
Jutiapa,Agua Blanca,Hombre,14,3,Xinka
Jutiapa,Agua Blanca,Hombre,15,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,15,158,Ladina (o)
Jutiapa,Agua Blanca,Hombre,15,3,Maya
Jutiapa,Agua Blanca,Hombre,15,3,Xinka
Jutiapa,Agua Blanca,Hombre,16,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,16,1,Garífuna
Jutiapa,Agua Blanca,Hombre,16,149,Ladina (o)
Jutiapa,Agua Blanca,Hombre,16,2,Maya
Jutiapa,Agua Blanca,Hombre,16,3,Xinka
Jutiapa,Agua Blanca,Hombre,17,148,Ladina (o)
Jutiapa,Agua Blanca,Hombre,17,1,Maya
Jutiapa,Agua Blanca,Hombre,17,1,Xinka
Jutiapa,Agua Blanca,Hombre,18,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,18,179,Ladina (o)
Jutiapa,Agua Blanca,Hombre,18,1,Maya
Jutiapa,Agua Blanca,Hombre,18,7,Xinka
Jutiapa,Agua Blanca,Hombre,19,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,19,145,Ladina (o)
Jutiapa,Agua Blanca,Hombre,19,2,Xinka
Jutiapa,Agua Blanca,Hombre,20,1,Garífuna
Jutiapa,Agua Blanca,Hombre,20,143,Ladina (o)
Jutiapa,Agua Blanca,Hombre,20,1,Maya
Jutiapa,Agua Blanca,Hombre,20,4,Xinka
Jutiapa,Agua Blanca,Hombre,21,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,21,110,Ladina (o)
Jutiapa,Agua Blanca,Hombre,21,1,Xinka
Jutiapa,Agua Blanca,Hombre,22,148,Ladina (o)
Jutiapa,Agua Blanca,Hombre,22,2,Maya
Jutiapa,Agua Blanca,Hombre,22,5,Xinka
Jutiapa,Agua Blanca,Hombre,23,141,Ladina (o)
Jutiapa,Agua Blanca,Hombre,23,1,Maya
Jutiapa,Agua Blanca,Hombre,23,6,Xinka
Jutiapa,Agua Blanca,Hombre,24,125,Ladina (o)
Jutiapa,Agua Blanca,Hombre,24,1,Maya
Jutiapa,Agua Blanca,Hombre,24,1,Xinka
Jutiapa,Agua Blanca,Hombre,25,145,Ladina (o)
Jutiapa,Agua Blanca,Hombre,25,1,Maya
Jutiapa,Agua Blanca,Hombre,25,4,Xinka
Jutiapa,Agua Blanca,Hombre,26,119,Ladina (o)
Jutiapa,Agua Blanca,Hombre,26,2,Maya
Jutiapa,Agua Blanca,Hombre,27,94,Ladina (o)
Jutiapa,Agua Blanca,Hombre,27,2,Maya
Jutiapa,Agua Blanca,Hombre,27,3,Xinka
Jutiapa,Agua Blanca,Hombre,28,118,Ladina (o)
Jutiapa,Agua Blanca,Hombre,28,4,Xinka
Jutiapa,Agua Blanca,Hombre,29,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,29,91,Ladina (o)
Jutiapa,Agua Blanca,Hombre,29,3,Maya
Jutiapa,Agua Blanca,Hombre,29,2,Xinka
Jutiapa,Agua Blanca,Hombre,30,136,Ladina (o)
Jutiapa,Agua Blanca,Hombre,30,2,Maya
Jutiapa,Agua Blanca,Hombre,30,3,Xinka
Jutiapa,Agua Blanca,Hombre,31,82,Ladina (o)
Jutiapa,Agua Blanca,Hombre,31,1,Maya
Jutiapa,Agua Blanca,Hombre,31,3,Xinka
Jutiapa,Agua Blanca,Hombre,32,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,32,105,Ladina (o)
Jutiapa,Agua Blanca,Hombre,32,3,Xinka
Jutiapa,Agua Blanca,Hombre,33,101,Ladina (o)
Jutiapa,Agua Blanca,Hombre,33,2,Xinka
Jutiapa,Agua Blanca,Hombre,34,75,Ladina (o)
Jutiapa,Agua Blanca,Hombre,34,1,Maya
Jutiapa,Agua Blanca,Hombre,35,76,Ladina (o)
Jutiapa,Agua Blanca,Hombre,35,3,Maya
Jutiapa,Agua Blanca,Hombre,35,5,Xinka
Jutiapa,Agua Blanca,Hombre,36,1,Extranjera (o)
Jutiapa,Agua Blanca,Hombre,36,78,Ladina (o)
Jutiapa,Agua Blanca,Hombre,36,2,Xinka
