NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PCP16_A||Dificultad Vista,Recuento de PCP1
Alta Verapaz,Chahal,Hombre,22,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,23,No declarado,1
Alta Verapaz,Chahal,Hombre,23,"No, sin dificultad",262
Alta Verapaz,Chahal,Hombre,23,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,23,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,24,No declarado,1
Alta Verapaz,Chahal,Hombre,24,"No, sin dificultad",234
Alta Verapaz,Chahal,Hombre,25,"No, sin dificultad",252
Alta Verapaz,Chahal,Hombre,25,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,26,No declarado,2
Alta Verapaz,Chahal,Hombre,26,"No, sin dificultad",198
Alta Verapaz,Chahal,Hombre,27,"No, sin dificultad",205
Alta Verapaz,Chahal,Hombre,27,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,27,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,28,No declarado,2
Alta Verapaz,Chahal,Hombre,28,"No, sin dificultad",210
Alta Verapaz,Chahal,Hombre,28,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,29,No declarado,2
Alta Verapaz,Chahal,Hombre,29,"No, sin dificultad",166
Alta Verapaz,Chahal,Hombre,29,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Hombre,30,"No, sin dificultad",183
Alta Verapaz,Chahal,Hombre,30,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Hombre,31,"No, sin dificultad",171
Alta Verapaz,Chahal,Hombre,31,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Hombre,31,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,32,No declarado,1
Alta Verapaz,Chahal,Hombre,32,"No, sin dificultad",171
Alta Verapaz,Chahal,Hombre,32,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Hombre,33,No declarado,2
Alta Verapaz,Chahal,Hombre,33,"No, sin dificultad",160
Alta Verapaz,Chahal,Hombre,33,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Hombre,34,No declarado,1
Alta Verapaz,Chahal,Hombre,34,No puede,1
Alta Verapaz,Chahal,Hombre,34,"No, sin dificultad",162
Alta Verapaz,Chahal,Hombre,34,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,35,No declarado,1
Alta Verapaz,Chahal,Hombre,35,No puede,1
Alta Verapaz,Chahal,Hombre,35,"No, sin dificultad",183
Alta Verapaz,Chahal,Hombre,35,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Hombre,35,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,36,No declarado,1
Alta Verapaz,Chahal,Hombre,36,"No, sin dificultad",135
Alta Verapaz,Chahal,Hombre,36,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,37,No declarado,1
Alta Verapaz,Chahal,Hombre,37,"No, sin dificultad",115
Alta Verapaz,Chahal,Hombre,37,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,37,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,38,No declarado,2
Alta Verapaz,Chahal,Hombre,38,"No, sin dificultad",136
Alta Verapaz,Chahal,Hombre,38,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Hombre,38,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,39,"No, sin dificultad",139
Alta Verapaz,Chahal,Hombre,39,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Hombre,40,No declarado,1
Alta Verapaz,Chahal,Hombre,40,"No, sin dificultad",122
Alta Verapaz,Chahal,Hombre,40,"Sí, con algo de dificultad",5
Alta Verapaz,Chahal,Hombre,40,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,41,No declarado,1
Alta Verapaz,Chahal,Hombre,41,"No, sin dificultad",106
Alta Verapaz,Chahal,Hombre,41,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Hombre,41,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,42,"No, sin dificultad",90
Alta Verapaz,Chahal,Hombre,42,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Hombre,43,No declarado,4
Alta Verapaz,Chahal,Hombre,43,"No, sin dificultad",95
Alta Verapaz,Chahal,Hombre,43,"Sí, con algo de dificultad",11
Alta Verapaz,Chahal,Hombre,44,No declarado,1
Alta Verapaz,Chahal,Hombre,44,"No, sin dificultad",111
Alta Verapaz,Chahal,Hombre,44,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Hombre,44,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,45,No puede,1
Alta Verapaz,Chahal,Hombre,45,"No, sin dificultad",92
Alta Verapaz,Chahal,Hombre,45,"Sí, con algo de dificultad",8
Alta Verapaz,Chahal,Hombre,46,"No, sin dificultad",88
Alta Verapaz,Chahal,Hombre,46,"Sí, con algo de dificultad",11
Alta Verapaz,Chahal,Hombre,47,"No, sin dificultad",77
Alta Verapaz,Chahal,Hombre,47,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Hombre,47,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,48,"No, sin dificultad",74
Alta Verapaz,Chahal,Hombre,48,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Hombre,49,"No, sin dificultad",57
Alta Verapaz,Chahal,Hombre,49,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Hombre,49,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,50,"No, sin dificultad",66
Alta Verapaz,Chahal,Hombre,50,"Sí, con algo de dificultad",11
Alta Verapaz,Chahal,Hombre,50,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,51,No declarado,2
Alta Verapaz,Chahal,Hombre,51,"No, sin dificultad",71
Alta Verapaz,Chahal,Hombre,51,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Hombre,52,"No, sin dificultad",51
Alta Verapaz,Chahal,Hombre,52,"Sí, con algo de dificultad",21
Alta Verapaz,Chahal,Hombre,52,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,53,"No, sin dificultad",47
Alta Verapaz,Chahal,Hombre,53,"Sí, con algo de dificultad",14
Alta Verapaz,Chahal,Hombre,54,No declarado,1
Alta Verapaz,Chahal,Hombre,54,No puede,1
Alta Verapaz,Chahal,Hombre,54,"No, sin dificultad",59
Alta Verapaz,Chahal,Hombre,54,"Sí, con algo de dificultad",16
Alta Verapaz,Chahal,Hombre,54,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,55,No puede,1
Alta Verapaz,Chahal,Hombre,55,"No, sin dificultad",54
Alta Verapaz,Chahal,Hombre,55,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Hombre,55,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,56,"No, sin dificultad",49
Alta Verapaz,Chahal,Hombre,56,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Hombre,57,"No, sin dificultad",47
Alta Verapaz,Chahal,Hombre,57,"Sí, con algo de dificultad",14
Alta Verapaz,Chahal,Hombre,58,No declarado,2
Alta Verapaz,Chahal,Hombre,58,"No, sin dificultad",56
Alta Verapaz,Chahal,Hombre,58,"Sí, con algo de dificultad",15
Alta Verapaz,Chahal,Hombre,58,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,59,"No, sin dificultad",51
Alta Verapaz,Chahal,Hombre,59,"Sí, con algo de dificultad",17
Alta Verapaz,Chahal,Hombre,59,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,60,"No, sin dificultad",39
Alta Verapaz,Chahal,Hombre,60,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Hombre,61,No declarado,1
Alta Verapaz,Chahal,Hombre,61,"No, sin dificultad",34
Alta Verapaz,Chahal,Hombre,61,"Sí, con algo de dificultad",13
Alta Verapaz,Chahal,Hombre,61,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,62,"No, sin dificultad",28
Alta Verapaz,Chahal,Hombre,62,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Hombre,63,No puede,1
Alta Verapaz,Chahal,Hombre,63,"No, sin dificultad",43
Alta Verapaz,Chahal,Hombre,63,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Hombre,63,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,64,"No, sin dificultad",34
Alta Verapaz,Chahal,Hombre,64,"Sí, con algo de dificultad",17
Alta Verapaz,Chahal,Hombre,65,"No, sin dificultad",35
Alta Verapaz,Chahal,Hombre,65,"Sí, con algo de dificultad",14
Alta Verapaz,Chahal,Hombre,65,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,66,"No, sin dificultad",27
Alta Verapaz,Chahal,Hombre,66,"Sí, con algo de dificultad",15
Alta Verapaz,Chahal,Hombre,66,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,67,"No, sin dificultad",27
Alta Verapaz,Chahal,Hombre,67,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,67,"Sí, con mucha dificultad",4
Alta Verapaz,Chahal,Hombre,68,"No, sin dificultad",25
Alta Verapaz,Chahal,Hombre,68,"Sí, con algo de dificultad",11
Alta Verapaz,Chahal,Hombre,68,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,69,"No, sin dificultad",15
Alta Verapaz,Chahal,Hombre,69,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Hombre,69,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,70,"No, sin dificultad",23
Alta Verapaz,Chahal,Hombre,70,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Hombre,70,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,71,No puede,1
Alta Verapaz,Chahal,Hombre,71,"No, sin dificultad",18
Alta Verapaz,Chahal,Hombre,71,"Sí, con algo de dificultad",14
Alta Verapaz,Chahal,Hombre,71,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,72,"No, sin dificultad",15
Alta Verapaz,Chahal,Hombre,72,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,72,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,73,"No, sin dificultad",16
Alta Verapaz,Chahal,Hombre,73,"Sí, con algo de dificultad",5
Alta Verapaz,Chahal,Hombre,73,"Sí, con mucha dificultad",4
Alta Verapaz,Chahal,Hombre,74,"No, sin dificultad",14
Alta Verapaz,Chahal,Hombre,74,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Hombre,75,No puede,1
Alta Verapaz,Chahal,Hombre,75,"No, sin dificultad",17
Alta Verapaz,Chahal,Hombre,75,"Sí, con algo de dificultad",7
Alta Verapaz,Chahal,Hombre,76,"No, sin dificultad",9
Alta Verapaz,Chahal,Hombre,76,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Hombre,76,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,77,"No, sin dificultad",10
Alta Verapaz,Chahal,Hombre,77,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,77,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,78,"No, sin dificultad",8
Alta Verapaz,Chahal,Hombre,78,"Sí, con algo de dificultad",13
Alta Verapaz,Chahal,Hombre,78,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,79,"No, sin dificultad",9
Alta Verapaz,Chahal,Hombre,79,"Sí, con algo de dificultad",7
Alta Verapaz,Chahal,Hombre,79,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,80,"No, sin dificultad",6
Alta Verapaz,Chahal,Hombre,80,"Sí, con algo de dificultad",7
Alta Verapaz,Chahal,Hombre,80,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,81,No puede,1
Alta Verapaz,Chahal,Hombre,81,"No, sin dificultad",6
Alta Verapaz,Chahal,Hombre,81,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,81,"Sí, con mucha dificultad",7
Alta Verapaz,Chahal,Hombre,82,"No, sin dificultad",4
Alta Verapaz,Chahal,Hombre,82,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Hombre,82,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,83,No puede,1
Alta Verapaz,Chahal,Hombre,83,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Hombre,83,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Hombre,84,"No, sin dificultad",1
Alta Verapaz,Chahal,Hombre,84,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Hombre,84,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,85,No puede,2
Alta Verapaz,Chahal,Hombre,85,"No, sin dificultad",7
Alta Verapaz,Chahal,Hombre,85,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Hombre,85,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,86,No puede,1
Alta Verapaz,Chahal,Hombre,86,"No, sin dificultad",3
Alta Verapaz,Chahal,Hombre,86,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Hombre,86,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Hombre,87,"No, sin dificultad",1
Alta Verapaz,Chahal,Hombre,87,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Hombre,88,"No, sin dificultad",2
Alta Verapaz,Chahal,Hombre,88,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Hombre,88,"Sí, con mucha dificultad",4
Alta Verapaz,Chahal,Hombre,89,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Hombre,89,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,90,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Hombre,90,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,91,"No, sin dificultad",1
Alta Verapaz,Chahal,Hombre,92,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Hombre,98,"No, sin dificultad",1
Alta Verapaz,Chahal,Hombre,98,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Hombre,99,No puede,1
Alta Verapaz,Chahal,Mujer,0,,319
Alta Verapaz,Chahal,Mujer,1,,388
Alta Verapaz,Chahal,Mujer,2,,408
Alta Verapaz,Chahal,Mujer,3,,407
Alta Verapaz,Chahal,Mujer,4,No declarado,21
Alta Verapaz,Chahal,Mujer,4,"No, sin dificultad",338
Alta Verapaz,Chahal,Mujer,4,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,5,No declarado,12
Alta Verapaz,Chahal,Mujer,5,"No, sin dificultad",338
Alta Verapaz,Chahal,Mujer,6,No declarado,6
Alta Verapaz,Chahal,Mujer,6,"No, sin dificultad",362
Alta Verapaz,Chahal,Mujer,7,No declarado,4
Alta Verapaz,Chahal,Mujer,7,"No, sin dificultad",354
Alta Verapaz,Chahal,Mujer,8,No declarado,2
Alta Verapaz,Chahal,Mujer,8,"No, sin dificultad",329
Alta Verapaz,Chahal,Mujer,8,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,9,No declarado,6
Alta Verapaz,Chahal,Mujer,9,"No, sin dificultad",310
Alta Verapaz,Chahal,Mujer,10,No declarado,1
Alta Verapaz,Chahal,Mujer,10,"No, sin dificultad",352
Alta Verapaz,Chahal,Mujer,11,No declarado,4
Alta Verapaz,Chahal,Mujer,11,"No, sin dificultad",309
Alta Verapaz,Chahal,Mujer,11,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Mujer,12,No declarado,5
Alta Verapaz,Chahal,Mujer,12,"No, sin dificultad",257
Alta Verapaz,Chahal,Mujer,13,No declarado,3
Alta Verapaz,Chahal,Mujer,13,"No, sin dificultad",280
Alta Verapaz,Chahal,Mujer,13,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Mujer,14,No puede,1
Alta Verapaz,Chahal,Mujer,14,"No, sin dificultad",290
Alta Verapaz,Chahal,Mujer,14,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,15,No declarado,2
Alta Verapaz,Chahal,Mujer,15,"No, sin dificultad",313
Alta Verapaz,Chahal,Mujer,15,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Mujer,15,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Mujer,16,No declarado,1
Alta Verapaz,Chahal,Mujer,16,"No, sin dificultad",312
Alta Verapaz,Chahal,Mujer,16,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Mujer,16,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,17,No declarado,2
Alta Verapaz,Chahal,Mujer,17,"No, sin dificultad",354
Alta Verapaz,Chahal,Mujer,17,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Mujer,18,No declarado,4
Alta Verapaz,Chahal,Mujer,18,"No, sin dificultad",336
Alta Verapaz,Chahal,Mujer,18,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,19,"No, sin dificultad",302
Alta Verapaz,Chahal,Mujer,19,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Mujer,20,"No, sin dificultad",340
Alta Verapaz,Chahal,Mujer,20,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Mujer,21,No declarado,3
Alta Verapaz,Chahal,Mujer,21,"No, sin dificultad",290
Alta Verapaz,Chahal,Mujer,22,No declarado,5
Alta Verapaz,Chahal,Mujer,22,"No, sin dificultad",286
Alta Verapaz,Chahal,Mujer,22,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Mujer,22,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,23,No declarado,1
Alta Verapaz,Chahal,Mujer,23,"No, sin dificultad",265
Alta Verapaz,Chahal,Mujer,23,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,23,"Sí, con mucha dificultad",2
Alta Verapaz,Chahal,Mujer,24,"No, sin dificultad",276
Alta Verapaz,Chahal,Mujer,24,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,25,No declarado,1
Alta Verapaz,Chahal,Mujer,25,"No, sin dificultad",231
Alta Verapaz,Chahal,Mujer,25,"Sí, con algo de dificultad",3
Alta Verapaz,Chahal,Mujer,26,No declarado,1
Alta Verapaz,Chahal,Mujer,26,"No, sin dificultad",208
Alta Verapaz,Chahal,Mujer,26,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Mujer,27,"No, sin dificultad",212
Alta Verapaz,Chahal,Mujer,27,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Mujer,28,"No, sin dificultad",197
Alta Verapaz,Chahal,Mujer,28,"Sí, con algo de dificultad",5
Alta Verapaz,Chahal,Mujer,29,"No, sin dificultad",209
Alta Verapaz,Chahal,Mujer,29,"Sí, con algo de dificultad",6
Alta Verapaz,Chahal,Mujer,29,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,30,No declarado,1
Alta Verapaz,Chahal,Mujer,30,"No, sin dificultad",178
Alta Verapaz,Chahal,Mujer,30,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,30,"Sí, con mucha dificultad",3
Alta Verapaz,Chahal,Mujer,31,No declarado,2
Alta Verapaz,Chahal,Mujer,31,"No, sin dificultad",180
Alta Verapaz,Chahal,Mujer,31,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,32,"No, sin dificultad",181
Alta Verapaz,Chahal,Mujer,32,"Sí, con algo de dificultad",1
Alta Verapaz,Chahal,Mujer,33,"No, sin dificultad",166
Alta Verapaz,Chahal,Mujer,33,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Mujer,34,"No, sin dificultad",163
Alta Verapaz,Chahal,Mujer,34,"Sí, con algo de dificultad",4
Alta Verapaz,Chahal,Mujer,35,"No, sin dificultad",166
Alta Verapaz,Chahal,Mujer,35,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Mujer,36,"No, sin dificultad",181
Alta Verapaz,Chahal,Mujer,36,"Sí, con algo de dificultad",5
Alta Verapaz,Chahal,Mujer,37,"No, sin dificultad",144
Alta Verapaz,Chahal,Mujer,37,"Sí, con algo de dificultad",5
Alta Verapaz,Chahal,Mujer,38,No declarado,1
Alta Verapaz,Chahal,Mujer,38,"No, sin dificultad",142
Alta Verapaz,Chahal,Mujer,38,"Sí, con algo de dificultad",8
Alta Verapaz,Chahal,Mujer,38,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,39,No declarado,1
Alta Verapaz,Chahal,Mujer,39,"No, sin dificultad",148
Alta Verapaz,Chahal,Mujer,39,"Sí, con algo de dificultad",5
Alta Verapaz,Chahal,Mujer,40,"No, sin dificultad",125
Alta Verapaz,Chahal,Mujer,40,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Mujer,40,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,41,"No, sin dificultad",101
Alta Verapaz,Chahal,Mujer,41,"Sí, con algo de dificultad",2
Alta Verapaz,Chahal,Mujer,42,"No, sin dificultad",120
Alta Verapaz,Chahal,Mujer,42,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Mujer,43,"No, sin dificultad",103
Alta Verapaz,Chahal,Mujer,43,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Mujer,43,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,44,"No, sin dificultad",89
Alta Verapaz,Chahal,Mujer,44,"Sí, con algo de dificultad",9
Alta Verapaz,Chahal,Mujer,45,No puede,1
Alta Verapaz,Chahal,Mujer,45,"No, sin dificultad",107
Alta Verapaz,Chahal,Mujer,45,"Sí, con algo de dificultad",18
Alta Verapaz,Chahal,Mujer,45,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,46,No declarado,1
Alta Verapaz,Chahal,Mujer,46,"No, sin dificultad",67
Alta Verapaz,Chahal,Mujer,46,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Mujer,47,"No, sin dificultad",74
Alta Verapaz,Chahal,Mujer,47,"Sí, con algo de dificultad",10
Alta Verapaz,Chahal,Mujer,48,"No, sin dificultad",68
Alta Verapaz,Chahal,Mujer,48,"Sí, con algo de dificultad",8
Alta Verapaz,Chahal,Mujer,48,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,49,No puede,1
Alta Verapaz,Chahal,Mujer,49,"No, sin dificultad",61
Alta Verapaz,Chahal,Mujer,49,"Sí, con algo de dificultad",13
Alta Verapaz,Chahal,Mujer,50,No puede,1
Alta Verapaz,Chahal,Mujer,50,"No, sin dificultad",72
Alta Verapaz,Chahal,Mujer,50,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Mujer,50,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,51,"No, sin dificultad",62
Alta Verapaz,Chahal,Mujer,51,"Sí, con algo de dificultad",11
Alta Verapaz,Chahal,Mujer,51,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,52,No declarado,2
Alta Verapaz,Chahal,Mujer,52,No puede,1
Alta Verapaz,Chahal,Mujer,52,"No, sin dificultad",57
Alta Verapaz,Chahal,Mujer,52,"Sí, con algo de dificultad",7
Alta Verapaz,Chahal,Mujer,52,"Sí, con mucha dificultad",1
Alta Verapaz,Chahal,Mujer,53,No declarado,1
Alta Verapaz,Chahal,Mujer,53,"No, sin dificultad",59
Alta Verapaz,Chahal,Mujer,53,"Sí, con algo de dificultad",12
Alta Verapaz,Chahal,Mujer,54,No declarado,2
Alta Verapaz,Chahal,Mujer,54,"No, sin dificultad",64
Alta Verapaz,Chahal,Mujer,54,"Sí, con algo de dificultad",20
Alta Verapaz,Chahal,Mujer,55,"No, sin dificultad",46
Alta Verapaz,Chahal,Mujer,55,"Sí, con algo de dificultad",16
